population,individual,sex,species,photo.id,std.length.raw,depth.spine.1,depth.spine.2,spine.length.1,spine.length.2,spine.length.3,spine.length.pelvic,correction,std.length,depth.1,depth.2,spine.1,spine.2,spine.3,spine.pelvic,notes
AL2014,15,,B,5379,2145.606,510.009,525.308,197.363,213.654,88.589,342.053,423.011,5.07,1.21,1.24,0.4665670633,0.505,0.209424814,0.808614906,
AL2014,16,,B,5380,2138.729,492.037,477.038,201.246,198.091,50.912,391.152,423,5.06,1.16,1.13,0.4757588652,0.468,0.1203593381,0.9247092199,
AL2014,17,,B,5382,2518.03,609.007,600.007,187.542,252.071,78,362.442,423.011,5.95,1.44,1.42,0.4433501729,0.596,0.184392368,0.8568145982,
AL2014,18,,B,5384,2213.636,558.395,552.204,222.729,193.215,0,338.615,423.043,5.23,1.32,1.31,0.5264925788,0.457,NA,0.800426907,
AL2014,19,,B,5385,2352.765,537.075,525.214,210,252.071,72.25,284.605,423,5.56,1.27,1.24,0.4964539007,0.596,0.1708037825,0.6728250591,
AL2014,20,,B,5386,2406.905,591,573.071,240.075,229.103,60,342.21,426,5.65,1.39,1.35,0.563556338,0.538,0.1408450704,0.8033098592,
AL2014,21,,B,5387,2190.018,528.136,510.221,213.654,177.279,61.774,384.187,423,5.18,1.25,1.21,0.5050921986,0.419,0.1460378251,0.9082434988,
AL2014,22,,B,5388,2247.579,549.205,522.422,NA,NA,NA,NA,420.043,5.35,1.31,1.24,NA,NA,0,NA,
AL2014,23,,B,5389,2199,522.034,513.316,240.3,289.62,59.093,420.386,423.043,5.2,1.23,1.21,0.5680273636,0.685,0.1396855639,0.9937193146,
AL2014,24,,B,5392,2254.15,531,522.034,NA,NA,NA,NA,423.011,5.33,1.26,1.23,NA,NA,0,NA,
AL2014,25,,B,5393,2290.541,546.008,537,225.22,267.925,69.971,361.248,420,5.45,1.3,1.28,0.5362380952,0.638,0.166597619,0.8601142857,
AL2014,26,,B,5524,2240.323,504.723,480.937,242.685,256.32,78.918,396.727,414,5.41,1.22,1.16,0.5861956522,0.619,0.1906231884,0.9582777778,
AL2014,27,,B,5525,1995.981,477.764,465.242,242.981,252.286,0,372.58,417.043,4.79,1.15,1.12,0.5826281702,0.605,0,0.8933850946,
AL2014,28,,B,5526,2067.786,510.009,498,237.588,234.691,72.25,290.241,414,4.99,1.23,1.2,0.573884058,0.567,0.1745169082,0.7010652174,
AL2014,29,,B,5528,2139.473,504.223,474.038,198.816,230.825,60,324.056,414,5.17,1.22,1.15,0.4802318841,0.558,0.1449275362,0.7827439614,
AL2014,30,,B,5529,2046.372,492.037,483.084,234.077,242.981,67.082,267.925,417.011,4.91,1.18,1.16,0.5613209244,0.583,0.1608638621,0.6424890471,
AL2014,31,,B,5530,2202.523,534.008,525.009,253.14,268.663,103.228,348.827,414.043,5.32,1.29,1.27,0.6113857739,0.649,0.2493170999,0.8424897897,
AL2014,32,,B,5531,2267.296,540.833,516.314,215.081,253.14,67.882,355.269,417,5.44,1.3,1.24,0.5157817746,0.607,0.1627865707,0.8519640288,
AL2014,33,,B,5532,2160.504,498.036,468.01,252.286,237.588,80.722,366,417.043,5.18,1.19,1.12,0.6049400182,0.57,0.1935579784,0.877607345,
AL2014,34,,B,5252,2369.751,588.069,591.069,222.324,261.396,72.25,330.055,423,5.6,1.39,1.4,0.5255886525,0.618,0.1708037825,0.7802718676,
AL2014,35,,B,5533,2295.635,558.129,522.551,173.066,195.161,61.774,312.058,414.011,5.54,1.35,1.26,0.4180227095,0.471,0.1492085959,0.753743258,
BK,51,,C,1,2130.887,474.038,498.145,203.961,246.219,91.389,436.458,390.012,5.46,1.22,1.28,0.522960832,0.631,0.2343235593,1.119088643,
BK,52,,C,2,2011.336,483.456,489.451,155.641,206.495,77.253,324.222,384.105,5.24,1.26,1.27,0.4052043061,0.538,0.2011246925,0.8440973171,
BK,53,,C,3,1960.653,432.094,444.162,223.034,256.78,96.167,356.022,384.105,5.1,1.12,1.16,0.5806589344,0.669,0.2503664363,0.9268871793,
BK,54,,C,4,1959.186,456.247,447.161,249.191,243.508,85.604,368.782,390.012,5.02,1.17,1.15,0.6389316226,0.624,0.2194906823,0.9455657775,
BK,55,,C,5,1816.509,450.01,465.039,254.401,229.539,79.398,332.096,390.012,4.66,1.15,1.19,0.6522901859,0.589,0.2035783514,0.8515020051,
BK,56,,C,6,2130.678,489.745,483.335,200.998,219.126,85.884,335.452,387.012,5.51,1.27,1.25,0.5193585729,0.566,0.2219155995,0.8667741569,
BK,57,,C,7,2047.069,450.01,450.01,267.402,244.753,72.111,445.798,387.012,5.29,1.16,1.16,0.6909398158,0.632,0.1863275557,1.151897099,
BK,58,,C,8,1791.003,417.043,441.041,220.871,249.447,83.235,330.43,387,4.63,1.08,1.14,0.5707260982,0.645,0.2150775194,0.8538242894,
BK,59,,C,9,2203.602,474,489.037,277.849,325.576,94.149,436.293,384.047,5.74,1.23,1.27,0.7234765537,0.848,0.2451496822,1.136040641,
BK,60,,C,10,2053.037,502.516,526.925,200.838,196.163,54.406,304.026,390.104,5.26,1.29,1.35,0.5148319423,0.503,0.1394653733,0.7793460205,
BK,61,,C,11,1904.227,429.849,436.25,251.078,268.924,103.228,385.684,384.012,4.96,1.12,1.14,0.6538285262,0.7,0.2688145162,1.004354031,
BK,62,,C,12,1761.133,405.178,399.011,255.249,213.467,93.638,360.555,384.012,4.59,1.06,1.04,0.6646901659,0.556,0.2438413383,0.9389159714,
BK,63,,C,13,1772.617,390.288,393.183,205.251,236.947,94.403,360.555,384,4.62,1.02,1.02,0.5345078125,0.617,0.2458411458,0.9389453125,
BK,64,,C,14,2446.656,548.106,560.326,255.906,208.806,59.059,340.376,390.185,6.27,1.4,1.44,0.6558581186,0.535,0.1513615336,0.8723451696,
BK,65,,C,15,1840.959,394.143,418.078,220.617,242.916,68.118,336.024,390,4.72,1.01,1.07,0.5656846154,0.623,0.1746615385,0.8616,
BK,66,,C,16,2112.034,504.08,537.034,180,207.885,59.059,312,387.105,5.46,1.3,1.39,0.464990119,0.537,0.1525658413,0.8059828729,
BK,67,,C,17,2226.202,519.217,540.033,216.813,240.433,72.111,360.022,390.104,5.71,1.33,1.38,0.5557825605,0.616,0.1848507065,0.9228872301,
BK,68,,C,18,1919.419,445.71,475.857,234.094,253.393,76.42,504.777,390.046,4.92,1.14,1.22,0.6001702363,0.65,0.1959256088,1.294147357,
BK,69,,C,19,1983.735,456.01,462,210.523,220.109,46.648,344.372,384,5.17,1.19,1.2,0.5482369792,0.573,0.1214791667,0.8968020833,
BK,70,,C,20,1743.258,441.826,459.48,226.451,227.438,73.756,460.469,387.012,4.5,1.14,1.19,0.5851265594,0.588,0.1905780699,1.189805484,
BK,71,,C,21,1918.546,432.01,483.084,274.168,269.429,84.095,462.498,390.012,4.92,1.11,1.24,0.7029732418,0.691,0.2156215706,1.18585582,
BK,72,,C,22,1932.524,432.01,444.041,234.776,248.676,70.88,396.182,387,4.99,1.12,1.15,0.6066563307,0.643,0.1831524548,1.023726098,
BK,73,,C,23,2111.994,473.44,487.091,236.305,249.191,60.926,336.095,384.012,5.5,1.23,1.27,0.6153583742,0.649,0.1586565003,0.8752200452,
BK,1,,C,14,2158.49,480.6,499.027,212.565,251.205,96.83,336.095,390.128,5.53,1.23,1.28,0.5448596358,0.644,0.2482005906,0.8614993028,
BK,2,,C,15,1860.155,412,426.075,227.754,252.254,87.818,372.022,390.046,4.77,1.06,1.09,0.5839157433,0.647,0.2251478031,0.9537900658,
BK,3,,C,16,2286.479,534.004,568.088,221.883,246.966,74.404,389.009,392.046,5.83,1.36,1.45,0.5659616474,0.63,0.1897838519,0.9922534601,
BK,4,,C,17,2142.538,510.035,530.004,264.847,258.24,75.153,382.539,390.005,5.49,1.31,1.36,0.6790861656,0.662,0.1926975295,0.9808566557,
BK,5,,C,18,1959.826,448.54,470.612,196.774,239.733,86.533,380.757,390.021,5.02,1.15,1.21,0.5045215514,0.615,0.2218675405,0.9762474328,
BK,6,,C,19,1941.201,458.628,483.496,220.617,225.175,64.622,320.025,390.005,4.98,1.18,1.24,0.5656773631,0.577,0.1656953116,0.820566403,
BK,7,,C,20,2342.069,530.004,542.004,186.075,184.391,63.246,306.62,392.005,5.97,1.35,1.38,0.4746750679,0.47,0.1613397788,0.7821839007,
BK,8,,C,21,1954.541,444.041,470.004,202.148,227.297,60,312.922,390.021,5.01,1.14,1.21,0.5183002967,0.583,0.1538378703,0.8023209007,
BK,9,,C,22,2609.352,568.426,579.828,201.316,NA,66.212,318.496,390.005,6.69,1.46,1.49,0.516188254,NA,0.1697721824,0.8166459404,
BK,10,,C,23,1911.893,418.019,408,235.593,225.282,72.111,323.011,388.005,4.93,1.08,1.05,0.607190629,0.581,0.1858506978,0.8324918493,
BK,11,,C,24,2047.403,467.547,475.079,232.551,243.606,77.666,437.959,390.046,5.25,1.2,1.22,0.5962142927,0.625,0.1991201038,1.122839357,
BK,12,,C,25,2240.014,512.445,525.524,236.305,244.524,60,345.138,390.128,5.74,1.31,1.35,0.6057114588,0.627,0.1537956773,0.8846788746,
BK,13,,C,26,2014.349,478.004,498,NA,NA,NA,NA,390.082,5.16,1.23,1.28,NA,NA,NA,NA,
BK,14,,C,27,1986.62,448.219,452.358,220.617,214.849,59.059,281.823,390,5.09,1.15,1.16,0.5656846154,0.551,0.1514333333,0.7226230769,
BK,15,,C,28,2068.139,478.017,496,186.676,214.849,53.814,391.449,390.005,5.3,1.23,1.27,0.4786502737,0.551,0.1379828464,1.003702517,
BK,16,,C,29,1993.52,465.721,478.029,234.094,217.697,51.225,314.07,390.005,5.11,1.19,1.23,0.6002333303,0.558,0.1313444699,0.805297368,
BK,17,,C,30,2055.592,491.63,505.339,241.76,210.219,71.218,324.395,388.046,5.3,1.27,1.3,0.6230189204,0.542,0.1835297877,0.8359704777,
BK,18,,C,31,2024.777,474.422,476.944,220,202.386,45.607,304.105,390.005,5.19,1.22,1.22,0.5640953321,0.519,0.1169395264,0.7797464135,
BK,19,,C,32,2000.036,442.072,444.072,248.676,224.179,82.462,352.568,388.046,5.15,1.14,1.14,0.6408415497,0.578,0.2125057339,0.908572695,
BK,20,,C,33,2090.98,470.208,480.416,180.887,NA,62.61,296.027,390.021,5.36,1.21,1.23,0.4637878473,NA,0.1605298176,0.7590027204,
BK,21,,C,34,2306.343,524.202,498.718,185.3,216.333,66.212,340.212,392.005,5.88,1.34,1.27,0.4726980523,0.552,0.1689060089,0.8678766852,
BK,22,,C,35,2120.008,470.833,472.61,199.279,197.585,66.573,324.025,390.046,5.44,1.21,1.21,0.5109115335,0.507,0.1706798685,0.8307353492,
BK,23,,C,36,2028.3,472.004,464.039,224.179,263.211,78.892,392.999,390.021,5.2,1.21,1.19,0.5747869986,0.675,0.2022762877,1.007635486,
BK,24,,C,37,2003.806,448.04,474.068,240.832,251.746,73.43,380.084,390,5.14,1.15,1.22,0.6175179487,0.646,0.1882820513,0.974574359,
BK,25,,C,38,1936.641,438.018,466.069,211.244,230.825,53.814,312.64,390.128,4.96,1.12,1.19,0.5414735676,0.592,0.137939343,0.8013780093,
BK,26,,C,39,2120.306,493.04,491.178,186.762,188.043,64.622,308.649,390.021,5.44,1.26,1.26,0.4788511388,0.482,0.1656885142,0.7913650803,
BK,27,,C,40,2080.405,476.269,482.933,233.238,204.978,59.464,322.019,390.021,5.33,1.22,1.24,0.5980139531,0.526,0.1524635853,0.8256452858,
BK,28,,C,41,1923.807,422.019,426.042,256.32,193.215,86.533,354.457,390.021,4.93,1.08,1.09,0.6571953818,0.495,0.2218675405,0.9088151664,
BK,29,,C,42,2090.061,464.004,442,249.776,276.586,106.151,305.941,390.128,5.36,1.19,1.13,0.6402411516,0.709,0.272092749,0.7842067219,
BK,30,,C,43,1798.952,396.005,402.005,193.866,225.938,91.389,288.062,392.25,4.59,1.01,1.02,0.4942409178,0.576,0.2329866157,0.7343836839,
BK,31,,C,44,1975.702,438.552,438.771,187.446,217.495,93.723,295.527,390.005,5.07,1.12,1.13,0.4806246074,0.558,0.2403123037,0.7577518237,
BK,32,,C,45,1788.447,430.042,446.018,136.821,201.246,51.614,293.019,388.046,4.61,1.11,1.15,0.3525896414,0.519,0.133010004,0.7551140844,
BK,33,,C,46,1843.77,420.595,404.776,203.027,250.639,83.57,312.231,388.021,4.75,1.08,1.04,0.5232371444,0.646,0.215374941,0.8046755201,
BK,34,,C,47,2144.814,501.845,508.303,286.056,240.15,73.239,331.361,388.005,5.53,1.29,1.31,0.7372482313,0.619,0.1887578768,0.8540121906,
BK,35,,C,48,1870.465,444.018,466,201.693,237.36,89.196,270.267,392.005,4.77,1.13,1.19,0.5145163965,0.606,0.2275379141,0.6894478387,
BK,36,,C,49,1667.765,304.105,318.101,209.571,201.157,55.317,289.558,388.005,4.3,0.78,0.82,0.5401244829,0.518,0.1425677504,0.7462738882,
BK,37,,C,50,1818.166,417.732,417.77,236.144,261.396,76.837,381.035,390.046,4.66,1.07,1.07,0.6054260267,0.67,0.1969947134,0.9768975967,
BK,38,,C,51,2403.725,561.726,541.956,229.73,219.718,102,330.491,390.046,6.16,1.44,1.39,0.5889818124,0.563,0.2615076171,0.847312881,
BK,39,,C,52,2002.361,461.407,450.782,195.898,188.308,0,325.994,388,5.16,1.19,1.16,0.5048917526,0.485,0,0.8401907216,
BK,40,,C,53,2212.698,500.144,514.56,199.449,176.465,51.264,264.885,392.082,5.64,1.28,1.31,0.5086920593,0.45,0.1307481598,0.6755857193,
BK,41,,C,54,1862.348,420.019,428.019,277.042,282.765,102,336.856,390.251,4.77,1.08,1.1,0.7099072136,0.725,0.2613702463,0.863177801,
BK,42,,C,55,1892.889,460.213,446.287,255.265,244.826,94.868,309.742,392.02,4.83,1.17,1.14,0.6511530024,0.625,0.2419978573,0.7901178511,
BK,43,,C,56,1718.116,386.626,408.593,226.813,253.211,90,391.842,390.046,4.4,0.99,1.05,0.5815032073,0.649,0.230742015,1.004604585,
BK,44,,C,57,2102.974,436.165,428.672,240.674,264.613,43.267,320.2,390.128,5.39,1.12,1.1,0.6169103474,0.678,0.1109046262,0.8207562646,
BK,45,,C,58,1934.003,474.51,482.813,199.72,222,63.781,311.538,390.046,4.96,1.22,1.24,0.5120421694,0.569,0.1635217385,0.7987211765,
BK,46,,C,59,2286.463,517.254,519.249,264.068,218.979,72.25,330.055,392.128,5.83,1.32,1.32,0.6734229639,0.558,0.1842510609,0.8417021993,
BK,47,,C,60,1849.771,420,434,212.132,209.914,59.397,348.465,390.251,4.74,1.08,1.11,0.5435783637,0.538,0.1522020443,0.8929253224,
BK,48,,C,61,1696.34,380.021,416,218.156,253.211,72.498,349.857,388.186,4.37,0.98,1.07,0.5619883252,0.652,0.1867609857,0.901261251,
BK,49,,C,62,1822.031,430.019,450,236.373,220.045,78,378.19,390.046,4.67,1.1,1.15,0.6060131369,0.564,0.199976413,0.9696035852,
BK,50,,C,63,1926.026,451.136,468.265,298.436,227.13,85.907,308.11,390.128,4.94,1.16,1.2,0.7649694459,0.582,0.2202020875,0.7897664356,
BR,1,,C,1,1872.309,425.206,398.984,216.518,205.718,68,311.718,390.185,4.8,1.09,1.02,0.5549111319,0.527,0.1742763048,0.7988979587,
BR,2,,C,2,1830.844,424.57,399.284,198.071,227.192,45.607,304.421,390.185,4.69,1.09,1.02,0.5076335584,0.582,0.1168855799,0.7801965734,
BR,3,,C,3,2016.223,423.207,434.235,230.894,246.739,36.222,336.214,390.021,5.17,1.09,1.11,0.5920040203,0.633,0.0928719223,0.8620407619,
BR,4,,C,4,1912.312,412.485,416.581,254.527,275.797,100,354.739,390.021,4.9,1.06,1.07,0.6525981934,0.707,0.2563964504,0.9095382044,
BR,5,,C,5,1844.574,386.254,362.447,158.795,214.849,77.666,308.104,390.021,4.73,0.99,0.93,0.4071447435,0.551,0.1991328672,0.7899677197,
BR,6,,C,6,2127.087,462.004,442,227.438,283.097,96.664,379.051,388.186,5.48,1.19,1.14,0.585899543,0.729,0.2490146476,0.9764674666,
BR,7,,C,7,2334.579,532,538.238,NA,231.931,94.826,416.692,388,6.02,1.37,1.39,NA,0.598,0.2443969072,1.073948454,
BR,8,,C,8,2059.159,450.004,442.222,245.601,292.027,73.539,344.581,392.005,5.25,1.15,1.13,0.6265251719,0.745,0.187597097,0.8790219513,
BR,9,,C,9,2047.892,452.146,448.576,215.035,216.333,76.837,328.39,388.129,5.28,1.16,1.16,0.5540297169,0.557,0.197967686,0.846084678,
BR,10,,C,10,1990.122,460.039,452.159,227.192,231.758,80.498,374.593,392,5.08,1.17,1.15,0.5795714286,0.591,0.2053520408,0.9555943878,
