population,individual,DSC code,Folder,
SF2014,50,65,1/21/2015,
SF2014,51,66,1/21/2015,
SF2014,52,67,1/21/2015,
SF2014,53,68,1/21/2015,
SF2014,54,69,1/21/2015,
SF2014,55,70,1/21/2015,
SF2014,56,71,1/21/2015,
SF2014,57,72,1/21/2015,
SF2014,58,73,1/21/2015,
GC,1,1,1/22/2015,
GC,2,3,1/22/2015,
GC,3,4,1/22/2015,
GC,4,5,1/22/2015,
GC,5,6,1/22/2015,
GC,6,7,1/22/2015,
GC,7,8,1/22/2015,
GC,8,9,1/22/2015,
GC,9,10,1/22/2015,
GC,10,11,1/22/2015,
GC,11,12,1/22/2015,
GC,12,13,1/22/2015,
GC,13,14,1/22/2015,
GC,14,15,1/22/2015,
GC,15,16,1/22/2015,
GC,16,17,1/22/2015,
GC,17,18,1/22/2015,
GC,18,19,1/22/2015,
GC,19,20,1/22/2015,
GC,20,21,1/22/2015,
GC,21,22,1/22/2015,
GC,22,23,1/22/2015,
GC,23,24,1/22/2015,
GC,24,25,1/22/2015,
GC,25,26,1/22/2015,
TC,1,27,1/22/2015,
TC,2,28,1/22/2015,
TC,3,29,1/22/2015,
TC,4,30,1/22/2015,
TC,5,31,1/22/2015,
TC,6,32,1/22/2015,
TC,7,33,1/22/2015,
TC,8,34,1/22/2015,
TC,9,35,1/22/2015,
TC,10,36,1/22/2015,
TC,11,37,1/22/2015,
TC,12,38,1/22/2015,
TC,13,39,1/22/2015,bottom fish
TC,13A,40,1/22/2015,top fish 
TC,14,41,1/22/2015,
TC,15,42,1/22/2015,
TC,16,43,1/22/2015,
TC,17,44,1/22/2015,
TC,18,45,1/22/2015,
TC,19,46,1/22/2015,
TC,20,47,1/22/2015,
TC,21,48,1/22/2015,
PQ2014,30,49,1/22/2015,
PQ2014,29,50,1/22/2015,
PQ2014,28,51,1/22/2015,
PQ2014,27,52,1/22/2015,
BR,1,1,1/23/2015,
BR,2,2,1/23/2015,
BR,3,3,1/23/2015,
BR,4,4,1/23/2015,
BR,5,5,1/23/2015,
BR,6,6,1/23/2015,
BR,7,7,1/23/2015,
BR,8,8,1/23/2015,
BR,9,9,1/23/2015,
BR,10,10,1/23/2015,
BR,11,11,1/23/2015,
BR,12,12,1/23/2015,
BR,38,13,1/23/2015,
BR,39,14,1/23/2015,
BR,40,15,1/23/2015,
BR,41,16,1/23/2015,
BR,42,17,1/23/2015,
BR,43,18,1/23/2015,
BR,44,19,1/23/2015,
BR,45,20,1/23/2015,
BR,46,21,1/23/2015,
BR,47,22,1/23/2015,
BR,48,23,1/23/2015,
BR,49,24,1/23/2015,
BR,50,25,1/23/2015,
MH,13,26,1/23/2015,
MH,14,27,1/23/2015,
MH,15,28,1/23/2015,
MH,16,29,1/23/2015,
MH,17,30,1/23/2015,
MH,18,31,1/23/2015,
MH,19,32,1/23/2015,
MH,20,33,1/23/2015,
MH,21,34,1/23/2015,
MH,22,35,1/23/2015,
MH,23,36,1/23/2015,
MH,24,37,1/23/2015,
MH,25,38,1/23/2015,
MH,26,39,1/23/2015,
MH,27,40,1/23/2015,
MH,28,41,1/23/2015,
MH,29,42,1/23/2015,
MH,30,43,1/23/2015,
MH,31,44,1/23/2015,
MH,32,45,1/23/2015,
MH,33,46,1/23/2015,
MH,34,47,1/23/2015,
MH,35,48,1/23/2015,
MH,36,49,1/23/2015,
FTGC,1,50,1/23/2015,
FTGC,2,51,1/23/2015,
FTGC,3,52,1/23/2015,
FTGC,4,53,1/23/2015,
FTGC,5,54,1/23/2015,
FTGC,6,55,1/23/2015,
FTGC,7,56,1/23/2015,
FTGC,8,57,1/23/2015,
FTGC,9,58,1/23/2015,
FTGC,10,59,1/23/2015,
FTGC,11,60,1/23/2015,
FTGC,12,61,1/23/2015,
FTGC,13,62,1/23/2015,
FTGC,14,63,1/23/2015,
MH,11,64,1/23/2015,
MH,10,65,1/23/2015,
MH,9,66,1/23/2015,
MH,8,67,1/23/2015,
MH,7,68,1/23/2015,
MH,6,69,1/23/2015,
MH,5,70,1/23/2015,
MH,3,71,1/23/2015,
MH,2,72,1/23/2015,
MH,1,73,1/23/2015,
PP2014,1,74,1/23/2015,
PP2014,2,75,1/23/2015,
PP2014,3,76,1/23/2015,
PP2014,4,77,1/23/2015,
PP2014,5,78,1/23/2015,
PP2014,6,79,1/23/2015,
PP2014,7,80,1/23/2015,
PP2014,8,81,1/23/2015,
PP2014,9,82,1/23/2015,
PP2014,10,83,1/23/2015,
PP2014,11,84,1/23/2015,
GC,50,85,1/23/2015,
MH,37,1,2/3/2015,
MH,38,2,2/3/2015,
MH,39,3,2/3/2015,
MH,40,4,2/3/2015,
MH,41,5,2/3/2015,
MH,42,6,2/3/2015,
MH,43,7,2/3/2015,
GC,46,8,2/3/2015,
GC,47,9,2/3/2015,
GC,48,10,2/3/2015,
GC,49,11,2/3/2015,
GC,41,12,2/3/2015,
GC,51,13,2/3/2015,
BK,1,14,2/3/2015,
BK,2,15,2/3/2015,
BK,3,16,2/3/2015,
BK,4,17,2/3/2015,
BK,5,18,2/3/2015,
BK,6,19,2/3/2015,
BK,7,20,2/3/2015,
BK,8,21,2/3/2015,
BK,9,22,2/3/2015,
BK,10,23,2/3/2015,
BK,11,24,2/3/2015,
BK,12,25,2/3/2015,
BK,13,26,2/3/2015,
BK,14,27,2/3/2015,
BK,15,28,2/3/2015,
BK,16,29,2/3/2015,
BK,17,30,2/3/2015,
BK,18,31,2/3/2015,
BK,19,32,2/3/2015,
BK,20,33,2/3/2015,
BK,21,34,2/3/2015,
BK,22,35,2/3/2015,
BK,23,36,2/3/2015,
BK,24,37,2/3/2015,
BK,25,38,2/3/2015,
BK,26,39,2/3/2015,
BK,27,40,2/3/2015,
BK,28,41,2/3/2015,
BK,29,42,2/3/2015,
BK,30,43,2/3/2015,
BK,31,44,2/3/2015,
BK,32,45,2/3/2015,
BK,33,46,2/3/2015,
BK,34,47,2/3/2015,
BK,35,48,2/3/2015,
BK,36,49,2/3/2015,
BK,37,50,2/3/2015,
BK,38,51,2/3/2015,
BK,39,52,2/3/2015,
BK,40,53,2/3/2015,
BK,41,54,2/3/2015,
BK,42,55,2/3/2015,
BK,43,56,2/3/2015,
BK,44,57,2/3/2015,
BK,45,58,2/3/2015,
BK,46,59,2/3/2015,
BK,47,60,2/3/2015,
BK,48,61,2/3/2015,
BK,49,62,2/3/2015,
BK,50,63,2/3/2015,
BR,13,64,2/3/2015,
BR,14,65,2/3/2015,
BR,15,66,2/3/2015,
BR,16,67,2/3/2015,
BR,17,68,2/3/2015,
BR,18,69,2/3/2015,
BR,19,70,2/3/2015,
BR,20,71,2/3/2015,
BR,21,72,2/3/2015,
BR,22,73,2/3/2015,
BR,23,74,2/3/2015,
BR,24,75,2/3/2015,
BR,25,76,2/3/2015,
BR,26,77,2/3/2015,
BR,27,78,2/3/2015,
BR,28,79,2/3/2015,
BR,29,80,2/3/2015,
BR,30,81,2/3/2015,
BR,31,82,2/3/2015,
BR,32,83,2/3/2015,
BR,33,84,2/3/2015,
BR,34,85,2/3/2015,
BR,35,86,2/3/2015,
BR,36,87,2/3/2015,
BR,37,88,2/3/2015,
BR,51,89,2/3/2015,
BR,52,90,2/3/2015,
BR,53,91,2/3/2015,
BR,54,92,2/3/2015,
BR,55,93,2/3/2015,
BR,56,94,2/3/2015,
BR,57,95,2/3/2015,
BR,58,96,2/3/2015,
BR,59,97,2/3/2015,
BR,60,98,2/3/2015,
BR,61,99,2/3/2015,
BR,62,100,2/3/2015,
BR,63,101,2/3/2015,
BR,64,102,2/3/2015,
BR,65,103,2/3/2015,
BR,66,104,2/3/2015,
BR,67,105,2/3/2015,
BR,68,106,2/3/2015,
BR,69,107,2/3/2015,
BR,70,108,2/3/2015,
CPSE2014,26,109,2/3/2015,
CPSE2014,27,110,2/3/2015,
CPSE2014,28,111,2/3/2015,
CPSE2014,29,112,2/3/2015,
CPSE2014,30,113,2/3/2015,
CPSE2014,31,114,2/3/2015,
CPSE2014,32,115,2/3/2015,
CPSE2014,33,116,2/3/2015,
CPSE2014,34,117,2/3/2015,
CPSE2014,35,118,2/3/2015,
CPSE2014,36,119,2/3/2015,
CPSE2014,37,120,2/3/2015,
CPSE2014,38,121,2/3/2015,
CPSE2014,39,122,2/3/2015,
CPSE2014,40,123,2/3/2015,
CPN,26,124,2/3/2015,
CPN,27,125,2/3/2015,
CPN,28,126,2/3/2015,
CPN,29,127,2/3/2015,
CPN,30,128,2/3/2015,
CPN,31,129,2/3/2015,
CPN,32,130,2/3/2015,
CPN,33,131,2/3/2015,
CPN,34,132,2/3/2015,
SH,21,1,2/5/2015,
AL-S-2014,4,2,2/5/2015,
SF2014,78,3,2/5/2015,
SF2014,75,4,2/5/2015,
SH,15,5,2/5/2015,
CPS,15,6,2/5/2015,
CD,1,7,2/5/2015,
CL,52,8,2/5/2015,
SR2014,5,9,2/5/2015,
PQ2014,15,10,2/5/2015,
PQ2014,13,11,2/5/2015,
PQ2014,14,12,2/5/2015,
PQ2014,11,13,2/5/2015,
PQ2014,6,14,2/5/2015,
SF2014,6,15,2/5/2015,
CPN,36,16,2/5/2015,
AL-S-2014,18,17,2/5/2015,
AL-S-2014,19,18,2/5/2015,
PQ2014,24,19,2/5/2015,
PQ2014,8,20,2/5/2015,
PQ2014,9,21,2/5/2015,
SF2014,36,22,2/5/2015,
CPS,17,23,2/5/2015,
CPS,6A,24,2/5/2015,
SF2014,8,25,2/5/2015,
CPS,16,26,2/5/2015,
MH,24,27,2/5/2015,
MH,12,28,2/5/2015,
GC,26,29,2/5/2015,
GC,27,30,2/5/2015,
GC,28,31,2/5/2015,
GC,29,32,2/5/2015,
GC,30,33,2/5/2015,
GC,31,34,2/5/2015,
GC,32,35,2/5/2015,
GC,33,36,2/5/2015,
GC,34,37,2/5/2015,
GC,35,38,2/5/2015,
GC,36,39,2/5/2015,
GC,37,40,2/5/2015,
GC,38,41,2/5/2015,
GC,39,42,2/5/2015,
GC,40,43,2/5/2015,
GC,42,44,2/5/2015,
GC,43,45,2/5/2015,
GC,44,46,2/5/2015,
GC,45,47,2/5/2015,
LN,28,48,2/5/2015,
LN,27,49,2/5/2015,
LN,26,50,2/5/2015,
LN,1,51,2/5/2015,
LN,2,52,2/5/2015,
LN,3,53,2/5/2015,
LN,4,54,2/5/2015,
LN,5,55,2/5/2015,
LN,6,56,2/5/2015,
LN,7,57,2/5/2015,
LN,8,58,2/5/2015,
LN,9,59,2/5/2015,
LN,10,60,2/5/2015,
LN,11,61,2/5/2015,
LN,12,62,2/5/2015,
LN,13,63,2/5/2015,
LN,14,64,2/5/2015,
LN,15,65,2/5/2015,
LN,16,66,2/5/2015,
LN,17,67,2/5/2015,
LN,18,68,2/5/2015,
LN,19,69,2/5/2015,
LN,20,70,2/5/2015,
LN,21,71,2/5/2015,
LN,22,72,2/5/2015,
LN,23,73,2/5/2015,
LN,24,74,2/5/2015,
LN,25,75,2/5/2015,
LN,30,76,2/5/2015,
LN,29,77,2/5/2015,
