"","population","individual","species","y.1","x.2","y.2","x.3","y.3","x.4","y.4","x.5","y.5","x.6","y.6","x.7","y.7","x.8","y.8","x.9","y.9","x.10","y.10","x.11","y.11","x.12","y.12","x.13","y.13","x.14","y.14","x.15","y.15","x.16","y.16","x.17","y.17","x.18","y.18","x.19","y.19","notes"
"21","AL2014","11","B",3.30251459181913,2.96682592178454,3.01174201143705,3.4207148277468,2.81316561507857,4.5270690360298,2.55076109131914,5.22917843744016,2.52948504885216,6.16532430598731,2.63586526118706,7.72556742023257,2.96918992650309,8.10144417048256,2.99755798312573,8.34966466593067,3.08975416714932,8.10853618463822,3.23868646441818,7.81067159010049,3.24577847857384,6.73977745259579,3.6642073137578,4.96677391368073,3.90533579505025,4.42068882369489,3.8415076676493,3.6334752524166,3.76349551193704,2.81080161036001,3.63583925713516,2.9739179359402,3.16776632286158,3.44908288436944,3.15358229455026,4.47033292278451,3.23159445026252,""
"22","AL2014","12","B",3.1033146141774,3.28530640800197,2.86223457560459,3.78164766388716,2.64951689451094,4.63960897763155,2.47934274963602,5.24939966343336,2.51479569648496,6.0789986196986,2.57861100081305,7.12840584642729,2.83387221812544,7.58220356609375,2.86932516497438,7.77364947907803,2.93314046930247,7.61765651294269,3.06786166732845,7.16385879327623,3.1600393291357,6.39098455196929,3.48620644014597,5.12885964414695,3.62801822754174,4.63960897763155,3.61383704880216,3.92345945128292,3.5287499763647,3.20730992493429,3.45075349329703,3.31366876548112,3.00404636300036,3.76746648514758,2.94023105867226,4.77433017565753,2.94732164804205,""
"23","AL2014","13","B",3.22610598293854,2.68088216737181,3.03325389096952,3.05944368123692,2.86897247929221,4.22369890312397,2.63326436688563,4.88082454983322,2.61183635666685,6.05936511186612,2.69754839754197,7.38790174543048,3.19039263257391,7.77360592936852,3.28324734352196,7.95217268119168,3.40467273476171,7.75217791914974,3.51181278585561,7.40932975564926,3.51181278585561,6.44506929580416,3.72609288804341,4.75939915859346,3.97608634059584,4.19512822283226,3.94037299023121,3.33800781408106,3.79037691869975,2.56659944620498,3.66180885738707,2.67373949729888,3.24753399315732,3.10944237174741,3.25467666323025,4.23798424326982,3.2689620033761,""
"24","AL2014","14","B",3.1110302096163,3.05193009165246,2.86990172832385,3.46326691268076,2.699693388588,4.5625291068081,2.40892080820593,5.22917843744016,2.38055275158329,6.2575204900109,2.44438087898423,7.51280699556276,2.88408575663517,7.9525118732137,2.86990172832385,8.11562819879388,2.99755798312573,8.01634000061464,3.16067430870592,7.49862296725144,3.23159445026252,6.7752375233741,3.54364307311157,5.08733815432696,3.79895558271534,4.50579299356281,3.77767954024836,3.67602733735057,3.62165522882384,2.91718182269492,3.48690695986629,3.05193009165246,3.04720208221536,3.51291101177038,3.06138611052668,4.65472529083168,3.11812222377196,""
"25","AL2014","15","B",2.97864594537731,2.67605334140247,2.82734964338989,2.97864594537731,2.71387741689932,4.02826404041502,2.4869329639182,4.69018536160998,2.48220495448109,5.56250310275619,2.58149315266033,6.83197363661938,3.00701400199995,7.14402225946843,3.07084212940089,7.3284146275156,3.19140637004711,7.09437816037881,3.27651053991504,6.8106975941524,3.30487859653768,5.95256388131751,3.57437513445277,4.45614889447319,3.71621541756597,3.98098394604396,3.64529527600937,3.08739016243076,3.48217895042918,2.5271210441336,3.37579873809428,2.66186931309115,2.98573795953297,3.03774606334114,2.99992198784429,4.00225998851094,3.02829004446693,""
"26","AL2014","16","B",2.92198581560284,3.22931442080378,2.68794326241135,3.66903073286052,2.53900709219858,4.55555555555556,2.38297872340426,5.13002364066194,2.36170212765957,5.97399527186761,2.38297872340426,7.27186761229314,2.60283687943262,7.61229314420804,2.58156028368794,7.75413711583924,2.68794326241135,7.57683215130024,2.84397163120567,7.22222222222222,2.95744680851064,6.29314420803783,3.33333333333333,5.03073286052009,3.50354609929078,4.49881796690307,3.52482269503546,3.76832151300236,3.41843971631206,3.03782505910165,3.27659574468085,3.22931442080378,2.83687943262411,3.67612293144208,2.83687943262411,4.57683215130024,2.93617021276596,""
"27","AL2014","17","B",3.19140637004711,2.89590578022794,2.90063378966504,3.33561065787887,2.7304254499292,4.46324090862885,2.43965286954713,5.2220864232845,2.43256085539147,6.35680868819014,2.56730912434901,7.73265943438823,2.93609386044335,8.0943521563269,2.96446191706599,8.31420459515237,3.04956608693391,8.14399625541652,3.18431435589145,7.81067159010049,3.27651053991504,6.76105349506278,3.7658595166556,5.09443016848262,3.85096368652352,4.34267666798263,3.8722397289905,3.52000302592604,3.68075534678767,2.74697348295907,3.54600707783013,2.89590578022794,3.07084212940089,3.34270267203453,3.04956608693391,4.48451695109583,3.08502615771221,""
"28","AL2014","18","B",3.35426895138319,2.82477194989635,3.14861609812714,3.2573520895039,2.95714620026806,4.27852487808568,2.66639561463019,4.91675787094929,2.64512118153474,5.77482667246592,2.66639561463019,7.00874379200223,2.96423767796654,7.41295802081585,3.01387802185593,7.50514723089615,3.14152462042866,7.44132393160979,3.28335417439835,7.03710970279617,3.34008599598622,6.12940055739015,3.68047692551348,4.87420900475838,3.94286160035741,4.28561635578416,3.96413603345286,3.47718789815693,3.91449568956347,2.74676569521302,3.80103204638772,2.83895490529332,3.34008599598622,3.29280947799633,3.32590304058925,4.37071408816598,3.3046286074938,""
"29","AL2014","19","B",3.1063829787234,2.7612293144208,2.88652482269504,3.17966903073286,2.74468085106383,4.33569739952719,2.48936170212766,5.04491725768322,2.4822695035461,6.05200945626478,2.53900709219858,7.41371158392435,2.82978723404255,7.67612293144208,2.86524822695035,7.84633569739953,2.98581560283688,7.63356973995272,3.08510638297872,7.36406619385343,3.14893617021277,6.36406619385343,3.56028368794326,4.81087470449173,3.73758865248227,4.25059101654846,3.75177304964539,3.42789598108747,3.64539007092199,2.6193853427896,3.47517730496454,2.77541371158392,3.06382978723404,3.19385342789598,3.04964539007092,4.27186761229314,3.06382978723404,""
"30","AL2014","2","B",3.23395845498108,2.75170149239618,2.97864594537731,3.19613437948422,2.80843760564146,4.28357655001879,2.53421305828926,5.0495140788301,2.44910888842134,6.14641226823889,2.44910888842134,7.5364470427483,2.6949653791509,7.92414381659106,2.66659732252826,8.08489613745269,2.77061353014461,7.99033594871055,2.94082186988045,7.62155121261622,3.0448380774968,6.75159747618856,3.50818300233327,5.00223398445903,3.91479181392446,4.30248858776722,3.88642375730182,3.38525475696849,3.70675939869176,2.65714130365404,3.58383115332698,2.77061353014461,3.15831030398737,3.20559039835844,3.14885428511315,4.32140062551565,3.22450243610686,""
"31","AL2014","20","B",3,2.45070422535211,2.77464788732394,2.88732394366197,2.61971830985915,3.92957746478873,2.38028169014085,4.56338028169014,2.35211267605634,5.56338028169014,2.38028169014085,6.91549295774648,2.83098591549296,7.3943661971831,3.02816901408451,7.52112676056338,3.1830985915493,7.33802816901408,3.23943661971831,6.94366197183099,3.2112676056338,6.15492957746479,3.52112676056338,4.47887323943662,3.67605633802817,3.87323943661972,3.69014084507042,3.05633802816901,3.56338028169014,2.28169014084507,3.33802816901408,2.50704225352113,2.95774647887324,2.95774647887324,2.94366197183099,4.04225352112676,3,""
"32","AL2014","21","B",3.24113475177305,3.05910165484634,2.9645390070922,3.50591016548463,2.82269503546099,4.49881796690307,2.59574468085106,5.14420803782506,2.5886524822695,6.0661938534279,2.64539007092199,7.2789598108747,3.04255319148936,7.54137115839243,3.11347517730496,7.66903073286052,3.24822695035461,7.47754137115839,3.35460992907801,7.32151300236407,3.36879432624113,6.39243498817967,3.69503546099291,4.98817966903073,3.86524822695035,4.43498817966903,3.84397163120567,3.67612293144208,3.74468085106383,2.91725768321513,3.65957446808511,3.04491725768322,3.16312056737589,3.51300236406619,3.14893617021277,4.56264775413712,3.18439716312057,""
"33","AL2014","22","B",3.39965194039658,3.13777398980581,3.12825115523887,3.6162964267944,2.93541375525839,4.58048342669679,2.62116021454946,5.21613263403985,2.60687596269906,6.06604561913899,2.69258147380149,7.37305466345112,3.02111926636083,7.83729284858931,3.15681965893968,8.00156174486898,3.31394642929414,7.78015584118769,3.36394131077056,7.45161804862835,3.37108343669577,6.47314679687556,3.67819485147949,5.11614287108701,3.87103225145997,4.53763067114557,3.90674288108598,3.78770744899927,3.83532162183395,3.04492635277817,3.75675823665672,3.15205824165621,3.31394642929414,3.6162964267944,3.27109367374293,4.66618893779922,3.22109879226651,""
"34","AL2014","23","B",3.26207974130289,3.05879071394634,3.05642688804684,3.50555380895086,2.8436825570923,4.50545216443718,2.66639561463019,5.03731299182353,2.70185300312261,6.01593691421439,2.77985925780594,7.2073051675598,3.10606723193623,7.576062007881,3.16279905352411,7.76044042804159,3.29044565209683,7.53351314169009,3.34717747368471,7.22148812295677,3.41809225066955,6.32796193294771,3.73011726940287,4.93094082634626,3.90740421186499,4.44872034284931,3.87903830107105,3.73248109530237,3.72302579170439,2.94532707077058,3.63083658162409,3.08715662474027,3.19116496431805,3.51264528664935,3.15570757582563,4.50545216443718,3.26207974130289,""
"35","AL2014","24","B",3.3899827664056,2.54130507244492,3.13467025680183,2.9739179359402,2.95736990291033,4.0093520026666,2.6949653791509,4.67600133329866,2.7304254499292,5.61214720184581,2.82971364810844,6.83197363661938,3.27651053991504,7.20075837271371,3.43962686549522,7.38515074076088,3.60983520523107,7.13693024531277,3.66657131847635,6.87452572155334,3.63111124769805,5.91710381053921,3.85805570067918,4.55543709265244,3.95734389885842,3.95970790357698,3.95734389885842,3.23632245969963,3.90060778561314,2.39946478933172,3.75876750249993,2.53421305828926,3.31197061069334,2.98810196425152,3.31197061069334,4.0448120734449,3.32615463900466,""
"36","AL2014","25","B",3.02142857142857,2.97380952380952,2.78571428571429,3.46666666666667,2.61428571428571,4.42380952380952,2.47857142857143,5.06666666666667,2.49285714285714,5.93809523809524,2.56428571428571,7.22380952380952,2.75,7.65952380952381,2.70714285714286,7.82380952380952,2.82142857142857,7.65238095238095,2.97857142857143,7.32380952380952,3.06428571428571,6.32380952380952,3.53571428571429,4.93095238095238,3.77142857142857,4.40952380952381,3.77857142857143,3.51666666666667,3.59285714285714,2.75238095238095,3.42142857142857,2.98095238095238,2.96428571428571,3.45238095238095,2.96428571428571,4.4952380952381,3.08571428571429,""
"37","AL2014","26","B",3.02898550724638,3.08212560386473,2.71014492753623,3.54589371980676,2.56521739130435,4.51690821256039,2.34057971014493,5.05314009661836,2.35507246376812,5.8792270531401,2.39130434782609,7.24154589371981,2.68115942028985,7.66908212560386,2.68840579710145,7.86473429951691,2.76811594202899,7.69806763285024,2.89855072463768,7.29227053140097,3,6.29951690821256,3.42028985507246,5.02415458937198,3.57246376811594,4.42270531400966,3.55797101449275,3.68357487922705,3.49275362318841,2.86473429951691,3.3768115942029,3.06038647342995,2.92753623188406,3.54589371980676,2.92753623188406,4.53140096618357,2.94927536231884,""
"38","AL2014","27","B",3.12198022745856,3.14595857021938,2.87020762846997,3.57037523708586,2.64001553796611,4.49833710192954,2.36666243049278,5.05223681970444,2.35946892766453,5.75000659404426,2.37385593332102,6.8937735437353,2.66878954927909,7.2894161992888,2.74072457756155,7.51241478696441,2.84143361715698,7.28222269646056,2.92775565109593,6.93693456070477,2.99249717655014,6.15284275242601,3.3018177981647,4.90836676313953,3.51042938018382,4.43359557647533,3.51042938018382,3.80776083041797,3.46726836321434,3.06683003910868,3.43849435190136,3.16034557587587,2.99249717655014,3.57756873991411,2.98530367372189,4.45517608496006,2.92775565109593,""
"39","AL2014","28","B",3.2536231884058,2.89371980676328,2.97826086956522,3.30676328502415,2.81884057971015,4.29951690821256,2.59420289855072,4.88647342995169,2.59420289855072,5.69082125603865,2.70289855072464,6.85748792270531,3,7.18357487922705,3.02898550724638,7.38647342995169,3.10869565217391,7.20531400966184,3.23913043478261,6.92270531400966,3.32608695652174,6.07487922705314,3.63768115942029,4.7487922705314,3.8695652173913,4.22705314009662,3.81884057971015,3.5024154589372,3.69565217391304,2.77053140096618,3.60869565217391,2.8719806763285,3.18840579710145,3.30676328502415,3.18115942028985,4.29227053140097,3.19565217391304,""
"40","AL2014","29","B",3.27536231884058,3.22705314009662,2.97101449275362,3.65458937198068,2.77536231884058,4.60386473429952,2.52898550724638,5.27777777777778,2.52898550724638,6.18357487922705,2.57246376811594,7.27777777777778,2.97826086956522,7.68357487922705,3.03623188405797,7.86473429951691,3.14492753623188,7.66183574879227,3.26086956521739,7.29951690821256,3.31159420289855,6.33574879227053,3.53623188405797,5.13285024154589,3.70289855072464,4.56763285024155,3.7536231884058,3.84299516908213,3.67391304347826,3.10386473429952,3.60869565217391,3.21980676328502,3.15217391304348,3.66183574879227,3.1231884057971,4.69806763285024,3.11594202898551,""
"41","AL2014","3","B",3.16428571428571,2.93333333333333,3.00714285714286,3.38333333333333,2.89047619047619,4.26428571428571,2.71428571428571,4.84047619047619,2.66190476190476,5.7952380952381,2.7547619047619,6.91666666666667,3.1,7.26190476190476,3.17380952380952,7.45,3.25714285714286,7.26190476190476,3.37380952380952,6.96904761904762,3.42619047619048,6.27619047619048,3.75,4.7047619047619,3.95,4.21190476190476,3.89761904761905,3.46904761904762,3.71904761904762,2.82857142857143,3.55238095238095,2.93333333333333,3.17380952380952,3.36190476190476,3.16428571428571,4.24285714285714,3.23809523809524,""
"42","AL2014","30","B",3.0718614137277,3.26849891249871,2.75532300107191,3.74330653148238,2.60424784957711,4.54904067278801,2.46036675291539,5.15334127876723,2.48194891741465,5.93749325557359,2.56827757541168,7.12451230303277,2.84884571390203,7.48421504468707,2.88481598806746,7.67845452518039,2.93517437189906,7.49860315435324,3.07905546856078,7.1604825771982,3.16538412655781,6.24683761339629,3.51069875854594,5.00226612727242,3.66177391004074,4.41954768579246,3.64019174554148,3.66417192831844,3.48911659404668,3.07425943200539,3.38120577155039,3.2756929673318,2.97114464606449,3.72891842181621,2.93517437189906,4.64256338561812,3.02150302989609,""
"43","AL2014","31","B",3.20256591706658,2.76299804609666,2.94896906843009,3.23396362213587,2.82579345623522,4.24110539243509,2.68088097130008,4.80626408368213,2.68088097130008,5.6540021205527,2.71710909253387,6.9002494909949,2.99968843815739,7.24079383059247,3.00693406240415,7.45816255799518,3.10837280185874,7.27702195182626,3.24603966254713,6.92198636373517,3.35472402624848,5.94382709042298,3.77497023256039,4.62512347751321,3.97784771146958,4.16140352572076,3.96335646297607,3.39336735556452,3.85467209927471,2.56736619143422,3.60107525063822,2.73401554910963,3.20981154131334,3.21222674939559,3.23154841405361,4.29907038640914,3.33298715350821,""
"44","AL2014","32","B",3.31654676258993,3.06714628297362,2.97122302158273,3.5347721822542,2.76258992805755,4.51318944844125,2.50359712230216,5.16786570743405,2.48920863309353,6.1031175059952,2.51079136690647,7.3621103117506,2.8705035971223,7.80095923261391,2.9136690647482,7.94484412470024,3.02158273381295,7.73621103117506,3.15107913669065,7.3621103117506,3.20863309352518,6.44124700239808,3.59712230215827,5.03117505995204,3.75539568345324,4.47002398081535,3.76258992805755,3.44124700239808,3.68345323741007,2.95923261390887,3.64748201438849,3.07434052757794,3.1726618705036,3.54196642685851,3.1294964028777,4.55635491606715,3.16546762589928,""
