,population,individual,species,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19
522,MH,2,W,6.840657298,2.945995216,6.389399545,3.110088944,5.968909366,3.18187995,5.061265932,3.28443853,4.50232167,3.294694388,3.615189951,3.248543027,2.461405924,3.012658293,2.051171604,2.889587997,1.91271752,2.787029416,2.051171604,2.720366339,2.358847344,2.71523841,3.107524979,2.443458173,4.512577528,2.192189651,5.076649719,2.207573438,5.861222857,2.330643735,6.563749131,2.592168114,6.379143687,2.961379003,5.968909366,2.930611429,5.07152179,2.812669061
523,MH,20,W,6.550769754,2.930064992,6.169371672,3.100147921,5.829205816,3.228998624,5.025177427,3.388773496,4.499466558,3.373311412,3.783056648,3.306309046,2.865639641,2.981605274,2.571860037,2.904294852,2.437855306,2.821830402,2.582168093,2.77029012,2.845023528,2.739365951,3.597511635,2.507434686,4.643779346,2.435278292,5.076717709,2.450740376,5.566350381,2.52289677,6.262144179,2.615669276,6.174525701,2.924910964,5.81889776,2.955835133,5.009715343,2.899140824
524,MH,21,W,6.659352828,2.560698027,6.249231022,2.811897634,5.864741828,2.934934175,5.106016487,3.093856375,4.629249887,3.088729853,4.039699791,3.078476808,3.029774843,2.878542427,2.711930443,2.868289382,2.527375631,2.796518066,2.650412172,2.699114137,3.009268753,2.611963253,3.701349301,2.304371898,4.583111184,2.135196653,5.1316491,2.155702744,5.659680925,2.181335357,6.392773654,2.278739286,6.249231022,2.637595866,5.869868351,2.637595866,5.090636919,2.642722389
525,MH,22,W,6.111370189,2.713015518,5.657912704,2.934591334,5.271443257,3.058261557,4.395445844,3.218002262,3.952294211,3.18193178,3.230884577,3.145861299,2.133311348,2.836685741,1.715924345,2.800615259,1.551030714,2.713015518,1.726230197,2.604804073,2.097240866,2.558427739,2.885638538,2.311087293,4.008976397,2.146193662,4.34906951,2.192569996,5.101396701,2.295628515,5.771277075,2.388381183,5.657912704,2.780003556,5.23021985,2.785156481,4.379987066,2.72332137
526,MH,23,W,6.404783332,2.628063617,6.009932798,2.776773558,5.635593981,2.863948351,4.835637055,2.9254835,4.363867587,2.910099713,3.697236815,2.904971784,2.697290659,2.66395912,2.343463557,2.633191546,2.143474326,2.535760895,2.297312196,2.463969889,2.646011369,2.433202315,3.287002495,2.181933793,4.492065812,1.976816633,4.91768392,2.022967994,5.456116466,2.14603829,6.163770669,2.351155451,6.020188657,2.653703262,5.635593981,2.648575333,4.902300133,2.499865392
527,MH,24,W,6.994782118,2.674324688,6.579402828,2.90509096,6.169151678,3.012781887,5.194805195,3.197394905,4.65122242,3.182010487,3.753798028,3.146113511,2.451250625,2.935859797,2.15894668,2.971756772,1.964077384,2.899962821,2.097409008,2.766631197,2.487147601,2.643555852,3.266624787,2.305098653,4.779425905,1.971769593,5.179420777,2.017922847,6.061460751,2.223048422,6.697350034,2.351251907,6.589659107,2.751246779,6.164023538,2.787143755,5.307624261,2.65894027
528,MH,25,W,6.922988167,2.592274458,6.553762131,2.797400033,6.164023538,2.925603518,5.353777516,3.079447699,4.933270086,3.07431956,4.353790336,3.053807002,3.307649902,2.802528173,2.938423866,2.689709106,2.774323406,2.592274458,2.928167588,2.505096089,3.261496647,2.505096089,3.969179882,2.310226792,4.979423341,2.120485635,5.353777516,2.171767029,5.989666799,2.233304701,6.620427943,2.279457956,6.548633992,2.623043294,6.184536096,2.653812131,5.358905655,2.643555852
529,MH,26,W,6.554319047,2.647720641,6.20264874,2.805717446,5.779625038,2.922940881,4.785774172,3.121711054,4.27101039,3.131904397,3.317932892,3.096227699,1.962218377,2.82610413,1.656418111,2.861780828,1.452551266,2.841394143,1.605451399,2.678300668,1.926541679,2.545787219,2.813362452,2.158440215,4.439200536,1.867929962,4.821450869,1.918896673,5.642014918,2.153343544,6.324968847,2.326630361,6.187358727,2.673203997,5.774528367,2.703784023,4.867320909,2.601850601
530,MH,27,W,6.665265252,2.930153147,6.321747735,3.078839834,5.952594583,3.176255249,5.091237227,3.26341641,4.58877877,3.26341641,3.865853846,3.176255249,2.907081075,2.940407402,2.502038033,2.853246241,2.286698694,2.750703698,2.466148143,2.65841541,2.799411406,2.653288283,3.460810804,2.386677673,4.814372363,2.279008003,5.127127117,2.340533529,5.747509498,2.432821817,6.449925913,2.637906902,6.321747735,2.914771766,5.947467456,2.930153147,5.173271261,2.827610605
531,MH,28,W,6.246600886,3.07927382,5.868489887,3.219123093,5.500738093,3.286457929,4.703079274,3.338253956,4.242094631,3.32789475,3.589464688,3.25020071,2.465490897,3.027477792,2.216869966,3.058555409,2.087379898,2.991220573,2.263486391,2.892808122,2.563903349,2.778856862,3.159557662,2.550954342,4.459637946,2.364488644,4.760054904,2.390386657,5.371248025,2.545774739,6.101572009,2.784036464,5.889208298,3.043016601,5.495558491,3.032657395,4.817030534,2.872089711
532,MH,29,W,6.030212913,2.93521902,5.659122887,3.115610005,5.308648975,3.198074455,4.484004474,3.357849327,3.984063745,3.347541271,3.241883694,3.265076821,2.267772378,2.955835133,2.030687083,2.904294852,1.906990408,2.806368317,2.061611252,2.734211923,2.267772378,2.703287755,3.025414513,2.455894404,4.128376533,2.399200095,4.458234333,2.414662179,4.994253259,2.502280657,5.746741366,2.610515248,5.684893028,2.90944888,5.298340918,2.924910964,4.499466558,2.873370683
533,MH,3,W,6.721562866,2.554090798,6.360742774,2.765428281,5.994768109,2.889138027,5.046326723,3.105630082,4.438087138,3.146866664,3.587582634,3.110784655,2.494813211,2.827283154,2.025747091,2.765428281,1.835027899,2.703573408,2.020592518,2.569554516,2.335021456,2.528317934,3.139134805,2.203579851,4.57210603,2.059251814,5.015399286,2.110797541,5.783430626,2.172652414,6.468988802,2.270589297,6.350433628,2.646873107,5.968995245,2.667491398,5.061790441,2.657182253
534,MH,30,W,6.471794872,2.771794872,6.128205128,2.91025641,5.769230769,3.002564103,4.953846154,3.207692308,4.394871795,3.253846154,3.733333333,3.243589744,2.856410256,3.053846154,2.415384615,2.997435897,2.276923077,2.930769231,2.394871795,2.838461538,2.738461538,2.797435897,3.358974359,2.51025641,4.538461538,2.294871795,4.948717949,2.294871795,5.615384615,2.366666667,6.235897436,2.464102564,6.128205128,2.792307692,5.779487179,2.823076923,5.025641026,2.792307692
535,MH,31,W,6.353764695,2.628171434,6.040948193,2.782015615,5.697362854,2.879450263,4.90250125,3.007653748,4.425584287,3.012781887,3.717901053,3.069191421,2.66150434,2.792271894,2.292278304,2.7409905,2.153818541,2.664068409,2.256381328,2.57689004,2.610222946,2.530736785,3.333290599,2.294842374,4.523018936,2.058947962,4.892244971,2.099973077,5.579415649,2.202535865,6.138382841,2.356380046,6.046076332,2.643555852,5.687106576,2.648683991,4.933270086,2.592274458
536,MH,32,W,6.123076923,2.930769231,5.779487179,3.115384615,5.451282051,3.248717949,4.779487179,3.402564103,4.425641026,3.417948718,3.825641026,3.448717949,2.953846154,3.305128205,2.594871795,3.315384615,2.420512821,3.264102564,2.528205128,3.156410256,2.825641026,3.079487179,3.466666667,2.817948718,4.384615385,2.592307692,4.723076923,2.607692308,5.282051282,2.623076923,5.851282051,2.669230769,5.779487179,2.966666667,5.420512821,2.971794872,4.733333333,3.012820513
537,MH,33,W,6.446153846,2.843589744,6.030769231,3.074358974,5.676923077,3.202564103,4.702564103,3.371794872,4.169230769,3.361538462,3.435897436,3.305128205,2.271794872,3.002564103,1.892307692,2.951282051,1.717948718,2.858974359,1.866666667,2.771794872,2.256410256,2.735897436,2.979487179,2.433333333,4.369230769,2.279487179,4.707692308,2.28974359,5.364102564,2.438461538,6.138461538,2.556410256,6.041025641,2.894871795,5.656410256,2.884615385,4.784615385,2.823076923
538,MH,34,W,6.050711698,2.691189225,5.749706648,2.793224835,5.418090914,2.900362226,4.683434519,2.981990715,4.259986735,2.997296056,3.627365951,2.951380032,2.709045457,2.772817713,2.367226162,2.777919494,2.214172746,2.721799908,2.34681904,2.629967859,2.612111627,2.599357176,3.198816387,2.34936993,4.193663589,2.078975562,4.663027397,2.135095148,5.249732157,2.237130759,5.846640478,2.420794857,5.749706648,2.670782103,5.418090914,2.675883883,4.69363808,2.568746493
539,MH,35,W,6.365979381,2.693298969,6.020618557,2.889175258,5.654639175,3.054123711,4.835051546,3.239690722,4.417525773,3.229381443,3.757731959,3.193298969,2.798969072,2.966494845,2.551546392,2.966494845,2.427835052,2.889175258,2.541237113,2.801546392,2.773195876,2.719072165,3.422680412,2.461340206,4.505154639,2.301546392,4.835051546,2.317010309,5.360824742,2.353092784,6.067010309,2.399484536,6.015463918,2.755154639,5.62371134,2.760309278,4.891752577,2.806701031
540,MH,36,W,6.394871795,2.7,6.046153846,2.920512821,5.676923077,3.069230769,4.928205128,3.223076923,4.507692308,3.228205128,3.907692308,3.217948718,2.979487179,3.130769231,2.702564103,3.248717949,2.533333333,3.243589744,2.635897436,3.074358974,2.871794872,2.915384615,3.574358974,2.515384615,4.574358974,2.325641026,4.958974359,2.330769231,5.507692308,2.371794872,6.107692308,2.448717949,6.041025641,2.787179487,5.656410256,2.823076923,4.882051282,2.787179487
541,MH,37,W,5.989093117,2.831300409,5.601383511,2.994546558,5.249384001,3.116981171,4.479066232,3.249618667,3.974023456,3.224111456,3.249618667,3.16289415,2.270141769,2.88231483,1.89773649,2.795590313,1.759997551,2.683358585,1.892635048,2.617039837,2.219127347,2.632344164,2.831300409,2.402779266,4.0760523,2.214025905,4.530080654,2.285446096,4.94329747,2.356866286,5.749325334,2.540518204,5.616687838,2.867010504,5.234079674,2.867010504,4.484167674,2.790488871
542,MH,38,W,5.940949475,2.512788298,5.635825182,2.664068409,5.271727286,2.758938988,4.628145793,2.917911309,4.264047897,2.943552006,3.851232677,2.961500494,2.969192703,2.733298291,2.648683991,2.674324688,2.505096089,2.605094806,2.648683991,2.530736785,2.935859797,2.479455392,3.512775477,2.258945398,4.333277778,2.089716799,4.620453584,2.089716799,5.087114268,2.140998192,5.73069576,2.233304701,5.610184485,2.512788298,5.264035076,2.564069691,4.579428469,2.487147601
543,MH,39,W,6.92516849,2.432958338,6.626203271,2.644295821,6.252496746,2.806664863,5.487042693,3.113361941,4.958698986,3.206144251,4.100462623,3.257689978,3.061816214,3.03604335,2.654604966,2.976765763,2.499967784,2.909756318,2.662336826,2.824705867,3.03604335,2.780891999,3.615932784,2.448422056,4.89168954,2.141724978,5.417455961,2.12626126,5.930335949,2.141724978,6.626203271,2.193270705,6.592698548,2.484504066,6.252496746,2.533472507,5.401992242,2.628832103
544,MH,4,W,2.820512821,7.415384615,2.687179487,7.107692308,2.635897436,6.861538462,2.492307692,6.133333333,2.492307692,5.784615385,2.553846154,5.261538462,2.687179487,4.512820513,2.687179487,4.41025641,2.738461538,4.205128205,2.882051282,4.358974359,2.943589744,4.523076923,3.18974359,5.015384615,3.271794872,5.948717949,3.251282051,6.164102564,3.21025641,6.605128205,3.117948718,7.241025641,2.830769231,7.117948718,2.8,6.8,2.892307692,6.225641026
545,MH,40,W,6.966117813,2.917367874,6.584695158,3.120965102,6.174923522,3.265287188,5.332185629,3.419917994,4.736857026,3.427649534,3.912159393,3.427649534,2.780777329,3.095193301,2.422549295,3.05395842,2.244723868,2.994683277,2.448321096,2.883864533,2.695730386,2.858092732,3.435381075,2.54367676,4.865716031,2.262764129,5.272910487,2.337502352,5.937822953,2.474092897,6.669742102,2.654495504,6.584695158,2.984374557,6.174923522,3.028186619,5.34249435,2.976643017
546,MH,41,W,6.297096823,2.681906872,5.958653508,2.884460068,5.56123901,3.071629476,4.730514511,3.292130424,4.340791906,3.307514211,3.715184567,3.317770069,2.7665177,3.156240305,2.402434741,3.13060066,2.22552119,3.07932137,2.343463557,2.979326754,2.681906872,2.935739358,3.358793501,2.556272611,4.425402735,2.376795096,4.748462262,2.369103202,5.35612185,2.384486989,6.007368834,2.420382492,5.958653508,2.784465452,5.535599365,2.825488884,4.807433446,2.833180777
547,MH,42,W,6.602564103,2.825641026,6.246153846,3.002564103,5.838461538,3.182051282,5.076923077,3.392307692,4.535897436,3.443589744,3.851282051,3.461538462,2.825641026,3.241025641,2.487179487,3.207692308,2.292307692,3.156410256,2.461538462,3.053846154,2.766666667,2.987179487,3.494871795,2.682051282,4.628205128,2.512820513,5.028205128,2.471794872,5.620512821,2.471794872,6.323076923,2.505128205,6.220512821,2.884615385,5.830769231,2.91025641,5.069230769,2.943589744
548,MH,43,W,6.460776421,2.733010978,6.1274824,2.90734939,5.845464381,3.045794599,4.968644724,3.291919415,4.430246689,3.353450619,3.655979038,3.363705819,2.594565769,3.148346605,2.266399348,3.102198202,2.138209339,3.030411798,2.271526948,2.943242592,2.548417366,2.938114992,3.163729406,2.630458972,4.512288294,2.281782149,4.968644724,2.286909749,5.599339565,2.409972157,6.235162007,2.486886162,6.142865201,2.794542182,5.783933177,2.840690585,4.978899925,2.830435385
549,MH,5,W,6.163375602,2.981699594,5.809571179,3.156038006,5.455766756,3.263717613,4.589202299,3.412418022,4.112335468,3.386780021,3.476513027,3.309866016,2.353568553,3.012465196,2.025402132,2.971444394,1.856191321,2.899657989,2.020274532,2.807361183,2.29716495,2.776595581,3.009901396,2.504832763,4.281546279,2.315111551,4.625095502,2.392025556,5.348087149,2.581746768,5.896740384,2.684298775,5.82495398,2.991954795,5.455766756,2.986827195,4.696881906,2.894530389
550,MH,6,W,5.979165224,3.02804208,5.717640845,3.166496163,5.440732678,3.253670956,4.722822617,3.381869181,4.374123445,3.397252968,3.763899893,3.397252968,2.856256458,3.243415098,2.553708646,3.217775453,2.43063835,3.161368234,2.522941072,3.063937583,2.810105097,3.043425867,3.343409714,2.81779699,4.39976309,2.592168114,4.722822617,2.607551901,5.240743447,2.669087049,5.79455978,2.797285274,5.733024632,3.053681725,5.420220962,3.02804208,4.794613623,2.981890719
551,MH,7,W,6.033035611,2.67309097,5.735740738,2.842241501,5.392313902,2.949882748,4.638825173,3.098530184,4.192882863,3.113907505,3.475274549,3.067775542,2.578264157,2.898625011,2.332227021,2.88324769,2.152824942,2.857618822,2.291220831,2.744851801,2.496251778,2.67309097,3.101093071,2.391173418,4.331278752,2.165639376,4.659328267,2.222022887,5.233414919,2.298909492,5.833130438,2.406550739,5.730614965,2.703845612,5.376936581,2.734600254,4.659328267,2.734600254
552,MH,8,W,7.182124033,2.418943496,6.82662435,2.640486777,6.481429006,2.728073655,5.631321068,2.887790904,5.126408474,2.810508365,4.482387309,2.820812703,3.477714292,2.532291221,3.240714503,2.460160851,3.096453762,2.351965295,3.251018841,2.295291432,3.436496937,2.279834924,4.209322335,2.017074289,5.270669215,1.919183072,5.667386253,1.93463958,6.141385831,2.00676995,6.610233239,2.053139474,6.821472181,2.46531302,6.471124667,2.480769528,5.68799493,2.408639158
553,MH,9,W,6.18844243,3.078839834,5.85005204,3.119856851,5.54755154,3.145492486,4.655431422,3.176255249,4.127337329,3.186509503,3.348014007,3.145492486,2.61483483,3.078839834,2.143139135,3.104475469,1.943181177,3.109602596,2.055977974,2.955788783,2.281571567,2.812229224,2.840428423,2.371296292,4.204244236,2.084177173,4.655431422,2.16108408,5.357847837,2.350787783,5.947467456,2.668669664,5.85005204,2.935280274,5.511661651,2.92502602,4.74771971,2.6943053
554,MR,1,C,2.250532492,3.335610658,2.668961327,3.087390162,3.087390162,2.966825922,4.044812073,2.746973483,4.576713135,2.754065497,5.42066282,2.754065497,6.683041339,3.087390162,7.080194132,3.129942247,7.271678514,3.278874545,7.073102118,3.349794686,6.732685438,3.392346771,5.853275683,3.725671436,4.470332923,3.895879776,4.023536031,3.90297179,3.300150587,3.803683592,2.569673129,3.647659281,2.661869313,3.285966559,3.051930092,3.278874545,4.051904088,3.371070729
555,MR,10,C,2.264261539,3.292396997,2.661334543,3.122222852,3.072588727,2.994592244,4.107814775,2.831508688,4.717605461,2.838599278,5.611019721,2.888233403,6.844782272,3.186038157,7.19931174,3.221491104,7.362395296,3.313668765,7.227674098,3.434208785,6.915688165,3.48384291,6.050636262,3.930550041,4.526159548,4.086543007,4.05109006,4.022727702,3.207309925,3.852553558,2.519522756,3.618564108,2.654243954,3.320759355,3.044226369,3.327849944,4.079452417,3.48384291
556,MR,11,C,2.572196341,3.269223999,2.874945728,3.107288281,3.226979899,3.00167803,4.029617808,2.839742311,4.508384281,2.860864361,5.219493305,2.874945728,6.008049848,3.029840763,6.430490853,3.086166231,6.543141788,3.156573065,6.479775637,3.248101949,6.1559042,3.318508783,5.458876542,3.543810653,4.332367195,3.740949788,3.980333024,3.691665004,3.360752884,3.649420904,2.77637616,3.536769969,2.903108462,3.248101949,3.269223999,3.262183316,4.022577125,3.276264683
557,MR,12,C,2.297895513,3.199215101,2.642931918,3.058383915,3.01613456,2.938677407,3.832955436,2.833054018,4.241365875,2.854178696,4.931438684,2.931635848,5.903173865,3.128799508,6.269334948,3.135841067,6.45241549,3.199215101,6.325667422,3.283713812,5.966547899,3.361170964,5.191976378,3.628750217,4.135742485,3.762539843,3.825913877,3.706207369,3.156965745,3.614667099,2.558433206,3.452711235,2.671098155,3.213298219,3.009093,3.234422897,3.811830758,3.30483849
558,MR,13,C,2.220599938,3.298036905,2.579745593,3.086774755,2.945933321,2.974101608,3.840276425,2.819176031,4.368431801,2.833260174,5.15714383,2.882554676,6.192328367,3.072690611,6.558516095,3.037480253,6.678231313,3.079732683,6.586684381,3.199447902,6.227538726,3.326205192,5.565583987,3.650140489,4.185337937,3.812108138,3.81915021,3.77689778,3.093816826,3.657182561,2.474114518,3.530425271,2.586787665,3.220574117,2.938891249,3.206489973,3.762813636,3.27691069
559,MR,14,C,2.100731853,3.164007304,2.600682562,2.987968322,3.065425474,2.875303374,4.001952859,2.769679985,4.670900991,2.783763103,5.522929664,2.861220255,6.698870064,2.966843645,7.086155825,2.924594289,7.205862333,3.002051441,7.114322062,3.10767483,6.797451894,3.248506016,5.867966069,3.706207369,4.445571094,3.917454148,4.030119096,3.889287911,3.185131982,3.741415166,2.410560461,3.544251506,2.628848799,3.128799508,3.023176119,3.135841067,4.058285333,3.290755372
560,MR,15,C,2.22925645,3.576739139,2.69023737,3.293058573,3.129942247,3.115758219,4.044812073,2.874629738,4.633449248,2.881721752,5.519951018,2.902997794,6.732685438,3.300150587,7.115654203,3.449082884,7.250402472,3.61219921,7.09437816,3.647659281,6.753961481,3.61219921,5.782355542,3.839143663,4.491608965,4.016444017,3.952615889,4.002259989,3.3568867,3.945523875,2.633501256,3.90297179,2.718605426,3.463266913,3.122850233,3.420714828,4.144100272,3.470358927
561,MR,16,C,2.840375587,3.361502347,3.164319249,3.199530516,3.502347418,3.079812207,4.262910798,2.96713615,4.734741784,2.96713615,5.368544601,3.030516432,6.178403756,3.199530516,6.509389671,3.298122066,6.657276995,3.389671362,6.530516432,3.44600939,6.262910798,3.460093897,5.58685446,3.664319249,4.537558685,3.805164319,4.213615023,3.776995305,3.615023474,3.699530516,3.093896714,3.593896714,3.171361502,3.32629108,3.509389671,3.32629108,4.269953052,3.361502347
562,MR,17,C,1.868544601,3.629107981,2.255868545,3.424882629,2.629107981,3.319248826,3.678403756,3.107981221,4.375586854,3.093896714,5.44600939,3.115023474,6.727699531,3.453051643,7.213615023,3.502347418,7.438967136,3.5657277,7.234741784,3.70657277,6.776995305,3.769953052,5.84741784,4.115023474,4.143192488,4.361502347,3.657276995,4.312206573,2.748826291,4.143192488,2.122065728,3.96713615,2.241784038,3.600938967,2.629107981,3.615023474,3.692488263,3.671361502
563,MR,18,C,1.713232964,3.142491698,2.283528321,2.790457527,2.769335477,2.642603175,3.747990472,2.522911557,4.276041728,2.579237025,5.163167838,2.614440442,6.381206069,2.769335477,6.944460742,2.748213427,7.134559195,2.853823678,6.972623476,2.966474612,6.493857004,3.121369648,5.458876542,3.64238022,4.15635011,3.769112522,3.64238022,3.747990472,2.839742311,3.607176803,2.107511236,3.473403818,2.283528321,3.00167803,2.741172743,2.994637346,3.733909105,3.114328964
564,MR,19,C,2.896638819,3.185363758,3.19240583,3.009311966,3.516341127,2.889596748,4.213506224,2.720587027,4.586736023,2.727629099,5.128975543,2.769881529,5.903603428,2.995227823,6.269791156,3.079732683,6.347253944,3.143111328,6.248664941,3.199447902,5.945855858,3.206489973,5.389532195,3.438878339,4.502231163,3.572677701,4.262800726,3.558593557,3.692392919,3.474088697,3.129027185,3.410710052,3.220574117,3.121985113,3.537467342,3.121985113,4.178295866,3.114943041
565,MR,2,C,2.202155494,3.373464145,2.659251553,3.059210605,3.087779108,2.894941708,3.994829101,2.659251553,4.594767679,2.644967301,5.501817671,2.773525568,6.823110967,2.987789345,7.223070019,2.937794464,7.408765293,3.009215723,7.280207026,3.152058242,6.644557819,3.416316901,5.99462436,3.766281071,4.48763579,3.944834219,3.973402723,3.866270834,3.202053123,3.766281071,2.530693286,3.666291308,2.673535805,3.266332256,3.116347612,3.280616508,4.044823982,3.280616508
566,MR,20,C,2.163119741,3.407845971,2.533740472,3.163096431,2.904361204,3.044218083,3.806438078,2.75751148,4.393836973,2.72254726,5.170042656,2.771497168,6.218969255,3.135125055,6.547632922,3.254003403,6.680496958,3.351903219,6.554625766,3.393860283,6.204983567,3.393860283,5.42178504,3.540710007,4.226008718,3.694552575,3.785459546,3.687559731,3.149110743,3.687559731,2.463812032,3.645602667,2.540733316,3.295960467,2.925339736,3.274981935,3.764481014,3.198060651
567,MR,21,C,2.009337787,3.213532045,2.389609658,3.016354038,2.783965672,2.854386389,3.643098418,2.685376669,4.164211722,2.685376669,5.016302396,2.720587027,6.058529005,2.903680891,6.438800876,2.910722963,6.650063027,2.967059536,6.488095378,3.079732683,6.135991794,3.171279615,5.305027335,3.467046626,4.093791005,3.678308776,3.621972203,3.657182561,2.945933321,3.600845988,2.291020654,3.488172841,2.39665173,3.129027185,2.783965672,3.129027185,3.671266704,3.121985113
568,MR,22,C,2.023640662,3.278959811,2.53427896,2.959810875,3.009456265,2.78250591,4.037825059,2.442080378,4.73286052,2.449172577,5.846335697,2.505910165,7.158392435,2.895981087,7.58392435,2.973995272,7.768321513,3.094562648,7.63356974,3.222222222,7.208037825,3.293144208,6.208037825,3.697399527,4.605200946,3.810874704,4.037825059,3.78250591,3.215130024,3.73286052,2.378250591,3.612293144,2.548463357,3.158392435,3.009456265,3.158392435,4.115839243,3.137115839
569,MR,23,C,2.456264775,3.016548463,2.917257683,2.789598109,3.342789598,2.676122931,4.349881797,2.505910165,4.910165485,2.569739953,5.669030733,2.619385343,6.93144208,2.867612293,7.300236407,2.846335697,7.513002364,2.910165485,7.378250591,3.073286052,7.009456265,3.186761229,6.037825059,3.569739953,4.676122931,3.725768322,4.328605201,3.676122931,3.470449173,3.562647754,2.803782506,3.392434988,2.945626478,2.988179669,3.342789598,2.988179669,4.342789598,3.094562648
570,MR,24,C,2.120567376,3.09929078,2.527186761,2.860520095,2.933806147,2.695035461,3.93144208,2.557919622,4.51536643,2.527186761,5.408983452,2.548463357,6.638297872,2.85106383,6.971631206,2.912529551,7.137115839,3.037825059,6.929078014,3.09929078,6.690307329,3.130023641,5.763593381,3.463356974,4.368794326,3.692671395,3.964539007,3.661938534,3.29787234,3.579196217,2.46572104,3.444444444,2.527186761,3.06855792,2.912529551,3.111111111,3.912529551,3.163120567
571,MR,25,C,2.600472813,3.349881797,3.047281324,3.06855792,3.48463357,2.903073286,4.411347518,2.695035461,4.952718676,2.704491726,5.867612293,2.735224586,6.940898345,3.120567376,7.418439716,3.319148936,7.470449173,3.463356974,7.345153664,3.505910165,7.002364066,3.475177305,6.179669031,3.65248227,4.827423168,3.808510638,4.411347518,3.817966903,3.671394799,3.735224586,2.973995272,3.631205674,3.06855792,3.276595745,3.475177305,3.26713948,4.463356974,3.286052009
572,MR,26,C,2.267080525,3.037746063,2.746973483,2.817893625,3.193770375,2.683145356,4.212656408,2.47511294,4.796565574,2.486932964,5.701979381,2.486932964,7.011637995,2.713877417,7.396970764,2.694965379,7.668831307,2.735153459,7.512806996,2.902997794,7.127474226,3.02592604,6.118044212,3.496362979,4.649997281,3.683119352,4.264664512,3.661843309,3.337974663,3.56728312,2.557853105,3.423078832,2.756429502,2.98573796,3.172494332,2.995193978,4.264664512,3.068478125
573,MR,27,C,1.810874704,2.895981087,2.278959811,2.619385343,2.718676123,2.48463357,3.810874704,2.307328605,4.449172577,2.307328605,5.356973995,2.364066194,6.654846336,2.73286052,6.98108747,2.761229314,7.172576832,2.924349882,6.995271868,3.023640662,6.654846336,3.009456265,5.647754137,3.378250591,4.215130024,3.470449173,3.739952719,3.470449173,2.924349882,3.328605201,2.151300236,3.229314421,2.300236407,2.803782506,2.739952719,2.747044917,3.810874704,2.803782506
574,MR,28,C,2.647685285,2.952641893,2.988101964,2.704421398,3.392346771,2.590949172,4.236296456,2.449108888,4.725645432,2.442016874,5.484490947,2.505845002,6.463188901,2.668961327,6.895801764,2.654777299,7.080194132,2.69023737,6.959629891,2.817893625,6.555385085,2.988101964,5.895827768,3.23632246,4.541253064,3.399438785,4.200836385,3.378162743,3.576739139,3.32142663,2.924273837,3.200862389,3.009378007,2.89590578,3.406530799,2.89590578,4.200836385,2.938457865
575,MR,29,C,2.671292525,3.178321687,3.093816826,2.931849178,3.502256984,2.741713242,4.298011084,2.48115659,4.861376819,2.445946231,5.628962632,2.474114518,6.762736173,2.819176031,7.185260474,2.917765034,7.347228123,3.051564396,7.213428761,3.10790097,6.79090446,3.136069256,5.931771715,3.410710052,4.755745744,3.537467342,4.227590367,3.593803916,3.720561206,3.551551486,2.988185751,3.474088697,3.079732683,3.093816826,3.488172841,3.06564854,4.396600088,3.044522325
576,MR,3,C,2.538028766,3.409434515,2.96658897,3.223725093,3.380863835,3.095157032,4.295125604,2.89516227,4.837968529,2.873734259,5.687946268,2.90230494,6.737918769,3.095157032,7.302189705,3.230867763,7.387901745,3.359435824,7.273619024,3.445147865,6.82363081,3.395149175,6.052222442,3.737997338,4.766541829,4.009418801,4.330838954,3.973705451,3.538002576,3.866565399,2.795164889,3.695141318,2.988016981,3.373721164,3.380863835,3.380863835,4.330838954,3.459433205
577,MR,30,C,2.966825922,3.165402318,3.434898856,2.931365851,3.824959635,2.817893625,4.668909319,2.6051332,5.214994409,2.6051332,5.96674791,2.697329384,7.207850387,2.995193978,7.51989901,3.009378007,7.711383392,3.087390162,7.597911165,3.186678361,7.229126429,3.27178253,6.271704518,3.569647125,5.073154126,3.711487408,4.583805149,3.661843309,4.002259989,3.590923167,3.314334615,3.449082884,3.434898856,3.115758219,3.839143663,3.108666205,4.725645432,3.172494332
578,MR,31,C,2.590753186,3.150979924,3.072973669,2.881503771,3.541011197,2.768040128,4.420354432,2.619119097,5.001855603,2.654576485,5.817375539,2.739674218,7.04420118,2.987875937,7.441323932,3.002058892,7.611519396,3.10133958,7.441323932,3.207711746,7.100933002,3.299900956,6.129400557,3.697023707,4.79620275,3.817578828,4.313982267,3.782121439,3.647383363,3.633200408,2.895686727,3.491370854,3.087156625,3.065882192,3.541011197,3.094248102,4.477086254,3.158071402
579,MR,32,C,3.193770375,3.278874545,3.647659281,3.037746063,4.030628045,2.931365851,5.002233984,2.77534154,5.477398933,2.77534154,6.229152433,2.761157511,7.392242755,3.016470021,7.683015335,3.06611412,7.902867774,3.172494332,7.72556742,3.293058573,7.43479484,3.335610658,6.612121198,3.640567267,5.314282607,3.917155819,4.938405857,3.853327691,4.271756526,3.761131507,3.491634969,3.583831153,3.683119352,3.264690516,4.080272144,3.293058573,4.973865928,3.349794686
