bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,2
48,0,0,0
49,0,0,1
50,0,0,1
51,0,0,2
52,0,0,0
53,0,0,5
54,0,0,2
55,0,0,5
56,0,0,2
57,0,0,5
58,0,0,3
59,0,0,9
60,0,0,6
61,0,0,4
62,0,2,7
63,1,2,8
64,0,2,5
65,1,3,8
66,3,3,5
67,1,5,10
68,4,5,5
69,4,1,12
70,4,8,13
71,4,6,10
72,8,15,25
73,11,6,18
74,12,14,23
75,7,5,34
76,9,10,30
77,10,15,30
78,24,19,18
79,18,29,26
80,21,27,33
81,24,29,24
82,20,29,24
83,18,32,24
84,20,24,18
85,14,32,12
86,30,34,12
87,23,30,15
88,31,17,23
89,30,17,15
90,32,27,13
91,32,31,20
92,32,19,19
93,25,20,20
94,35,30,27
95,33,21,26
96,30,22,19
97,27,30,19
98,34,27,20
99,34,26,19
100,28,31,21
101,32,20,18
102,44,28,30
103,36,29,26
104,32,19,30
105,43,36,31
106,48,28,35
107,63,30,35
108,72,37,54
109,86,52,45
110,77,57,64
111,62,52,72
112,76,85,84
113,78,89,89
114,95,111,96
115,86,126,87
116,76,106,90
117,76,88,88
118,86,83,105
119,96,73,105
120,98,91,91
121,101,89,113
122,91,102,121
123,105,114,107
124,125,127,128
125,106,135,167
126,138,111,176
127,113,118,185
128,121,154,162
129,135,162,170
130,110,137,169
131,128,146,202
132,128,136,180
133,116,147,161
134,119,146,140
135,100,142,138
136,106,119,179
137,98,109,126
138,93,127,140
139,111,114,155
140,125,137,165
141,127,134,169
142,119,107,170
143,124,101,175
144,111,132,216
145,111,122,222
146,104,117,243
147,127,150,247
148,132,152,272
149,136,170,274
150,127,172,326
151,112,144,299
152,143,149,300
153,147,156,358
154,149,169,320
155,148,143,324
156,141,143,382
157,125,144,380
158,144,161,458
159,107,133,416
160,107,136,444
161,112,165,422
162,114,158,407
163,128,163,408
164,117,181,447
165,119,161,402
166,113,170,413
167,117,160,423
168,116,178,361
169,119,163,315
170,103,192,334
171,96,205,310
172,115,197,288
173,150,196,265
174,133,237,311
175,114,221,342
176,126,299,340
177,121,269,415
178,115,306,490
179,121,341,505
180,119,313,548
181,105,332,572
182,130,341,623
183,121,355,640
184,126,332,549
185,125,342,547
186,143,382,525
187,134,350,405
188,153,336,360
189,164,364,349
190,171,401,282
191,186,374,316
192,196,370,288
193,191,373,264
194,231,361,287
195,238,380,265
196,282,442,239
197,297,457,204
198,294,526,217
199,379,489,199
200,396,577,200
201,408,613,190
202,420,603,215
203,463,553,204
204,453,500,208
205,428,457,198
206,459,363,211
207,429,406,210
208,465,315,203
209,458,272,199
210,507,247,177
211,558,233,167
212,543,209,153
213,539,229,123
214,526,196,79
215,515,176,63
216,520,167,50
217,466,169,50
218,446,159,37
219,362,171,38
220,317,155,31
221,305,184,33
222,293,224,27
223,284,186,27
224,295,196,32
225,268,171,31
226,276,203,24
227,312,239,28
228,309,247,16
229,293,208,12
230,218,234,18
231,195,236,10
232,189,237,15
233,215,241,15
234,205,232,7
235,169,132,3
236,216,107,5
237,261,74,6
238,268,46,4
239,294,36,6
240,280,27,3
241,265,23,6
242,271,31,3
243,215,15,3
244,242,12,2
245,200,10,4
246,143,11,2
247,71,12,4
248,48,17,1
249,29,21,4
250,22,21,3
251,22,15,2
252,17,3,6
253,17,4,2
254,21,7,8
255,70,10,10
