bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,1
52,0,0,0
53,0,0,1
54,0,1,0
55,0,1,3
56,1,1,2
57,0,1,5
58,3,2,10
59,1,7,17
60,9,10,34
61,1,22,54
62,18,21,46
63,14,35,62
64,21,37,72
65,23,57,101
66,37,76,119
67,40,68,140
68,51,128,131
69,72,132,138
70,94,143,190
71,98,158,176
72,111,158,217
73,147,175,239
74,157,229,225
75,179,241,249
76,224,257,260
77,244,259,231
78,227,255,244
79,261,265,237
80,231,246,239
81,224,255,199
82,212,257,224
83,228,234,210
84,231,260,233
85,258,209,212
86,252,255,226
87,266,229,227
88,252,253,211
89,252,256,208
90,226,221,186
91,235,229,187
92,245,189,205
93,262,203,193
94,201,179,201
95,223,188,208
96,193,188,197
97,211,207,175
98,204,199,163
99,170,161,177
100,152,134,147
101,158,125,141
102,136,128,131
103,149,116,146
104,134,106,115
105,118,95,114
106,113,98,127
107,97,88,104
108,101,91,80
109,93,95,96
110,71,79,97
111,76,95,101
112,81,79,100
113,77,74,99
114,69,67,117
115,70,74,105
116,65,62,121
117,60,82,126
118,59,80,114
119,74,88,146
120,61,101,155
121,69,83,183
122,71,103,186
123,85,103,174
124,81,104,198
125,57,118,223
126,79,126,231
127,94,122,262
128,86,119,248
129,86,148,268
130,114,132,257
131,110,154,247
132,107,152,226
133,143,162,251
134,138,173,273
135,116,197,240
136,125,199,250
137,115,199,251
138,110,197,274
139,148,204,285
140,173,221,298
141,124,219,316
142,141,200,291
143,150,215,283
144,156,214,325
145,168,241,363
146,184,226,352
147,199,220,347
148,191,240,351
149,237,268,408
150,204,238,388
151,207,241,360
152,221,243,381
153,216,236,366
154,210,209,335
155,179,211,367
156,209,212,361
157,189,228,377
158,195,240,352
159,198,237,399
160,202,248,367
161,204,253,329
162,211,268,313
163,198,318,345
164,216,325,314
165,194,346,280
166,195,335,286
167,204,333,301
168,220,301,241
169,185,324,269
170,192,315,261
171,183,332,229
172,202,288,254
173,195,319,197
174,250,333,184
175,267,339,134
176,243,340,150
177,287,328,143
178,270,347,143
179,274,315,119
180,285,341,87
181,273,304,110
182,282,288,85
183,287,269,103
184,291,256,102
185,251,226,87
186,290,241,115
187,316,230,97
188,279,257,112
189,314,190,124
190,297,185,100
191,310,190,115
192,315,180,104
193,336,153,120
194,312,111,134
195,295,141,141
196,279,112,163
197,294,114,177
198,294,110,160
199,284,112,166
200,273,89,192
201,277,93,194
202,252,118,167
203,222,104,172
204,252,119,194
205,196,125,164
206,220,138,208
207,199,154,180
208,209,166,167
209,186,195,172
210,213,162,130
211,216,188,123
212,220,152,131
213,184,165,125
214,188,174,119
215,170,183,88
216,205,193,84
217,167,184,93
218,180,207,88
219,192,218,76
220,185,211,53
221,207,234,45
222,205,212,40
223,203,198,40
224,214,162,30
225,240,185,23
226,208,125,24
227,265,113,26
228,235,96,41
229,235,77,16
230,189,85,16
231,201,66,8
232,142,53,2
233,126,42,1
234,67,20,0
235,43,8,0
236,24,5,1
237,7,2,0
238,5,0,0
239,1,1,0
240,0,0,0
241,0,0,0
242,0,1,0
243,1,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
