bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,2,0,0
55,3,0,0
56,9,0,0
57,7,0,0
58,13,0,0
59,16,3,0
60,16,1,0
61,28,3,2
62,30,7,0
63,29,6,1
64,45,12,2
65,48,14,4
66,63,23,8
67,60,23,10
68,91,27,7
69,87,28,11
70,119,34,12
71,107,47,23
72,127,52,30
73,137,68,29
74,148,75,26
75,180,77,26
76,183,99,55
77,191,108,46
78,200,128,56
79,231,143,63
80,231,132,77
81,228,178,79
82,226,206,97
83,236,162,120
84,234,183,149
85,264,228,151
86,265,250,163
87,257,234,179
88,226,234,201
89,240,280,192
90,219,276,210
91,224,261,194
92,202,269,242
93,245,272,221
94,203,247,242
95,209,237,289
96,187,253,246
97,217,242,275
98,183,222,261
99,154,231,237
100,172,212,252
101,163,226,257
102,136,209,249
103,139,192,278
104,131,199,258
105,117,206,218
106,91,153,240
107,102,128,189
108,55,140,201
109,74,118,189
110,64,118,183
111,69,119,164
112,68,118,144
113,75,95,172
114,70,103,143
115,64,80,146
116,64,73,140
117,52,74,113
118,55,71,96
119,51,63,110
120,56,77,93
121,56,53,89
122,48,67,86
123,45,61,75
124,67,54,68
125,53,67,84
126,49,42,72
127,48,39,56
128,55,51,64
129,52,51,50
130,68,60,46
131,53,70,54
132,48,45,60
133,68,55,62
134,46,54,59
135,59,48,68
136,52,62,62
137,58,51,60
138,64,58,77
139,76,79,91
140,72,58,122
141,82,69,134
142,82,78,125
143,90,84,158
144,94,87,180
145,68,95,195
146,87,102,209
147,97,115,236
148,91,120,278
149,117,121,297
150,116,109,296
151,110,116,363
152,101,142,369
153,112,139,391
154,115,133,455
155,113,121,469
156,132,154,531
157,128,174,612
158,146,170,606
159,124,197,563
160,149,215,532
161,158,229,573
162,179,230,521
163,168,243,536
164,170,234,485
165,184,271,486
166,192,316,475
167,214,290,434
168,239,346,350
169,270,359,381
170,300,403,336
171,292,401,313
172,337,398,305
173,363,440,307
174,360,452,275
175,411,497,285
176,405,539,293
177,409,525,287
178,422,507,265
179,462,529,278
180,548,512,237
181,454,495,229
182,457,505,233
183,483,504,197
184,473,504,191
185,432,480,190
186,499,498,172
187,469,466,166
188,522,390,150
189,483,330,174
190,479,304,140
191,455,270,117
192,396,278,126
193,416,190,121
194,352,189,105
195,283,180,100
196,274,145,95
197,247,162,112
198,211,135,95
199,194,131,96
200,147,140,72
201,133,94,63
202,141,93,65
203,131,101,53
204,101,106,50
205,99,75,40
206,92,81,39
207,89,77,32
208,86,67,38
209,69,59,24
210,73,66,39
211,59,56,29
212,65,58,25
213,66,43,24
214,74,49,22
215,64,35,19
216,51,42,7
217,37,35,19
218,45,28,16
219,30,26,10
220,33,19,10
221,36,23,6
222,28,28,7
223,33,19,4
224,35,21,5
225,26,18,1
226,23,15,3
227,19,15,6
228,18,13,3
229,16,11,2
230,15,12,3
231,11,8,2
232,12,5,2
233,10,2,2
234,8,7,1
235,8,2,0
236,7,3,3
237,7,1,0
238,5,4,1
239,1,1,0
240,1,1,1
241,3,0,1
242,3,1,0
243,0,2,0
244,0,1,1
245,0,0,0
246,1,0,0
247,1,0,0
248,0,0,0
249,1,1,0
250,1,0,0
251,0,0,0
252,0,0,0
253,1,0,0
254,0,0,0
255,0,0,0
