bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,1,0,0
72,2,0,0
73,3,0,0
74,1,1,0
75,5,0,0
76,8,1,0
77,7,5,1
78,13,4,0
79,18,2,1
80,28,5,4
81,34,10,1
82,35,11,5
83,51,18,6
84,60,23,10
85,72,21,15
86,92,21,23
87,108,36,21
88,114,51,29
89,129,54,25
90,147,71,30
91,140,81,28
92,164,113,46
93,162,117,74
94,161,125,70
95,189,134,81
96,200,166,101
97,220,180,119
98,209,195,120
99,219,204,123
100,243,239,154
101,231,228,175
102,251,225,196
103,252,242,198
104,244,254,215
105,228,300,240
106,264,311,235
107,273,303,264
108,292,303,283
109,330,324,296
110,334,356,289
111,436,355,319
112,403,393,360
113,454,441,343
114,499,502,358
115,596,502,447
116,667,510,433
117,664,612,496
118,652,666,574
119,687,704,579
120,784,735,636
121,711,729,634
122,703,771,679
123,723,743,689
124,689,758,717
125,695,773,640
126,665,700,725
127,672,698,736
128,593,717,711
129,591,628,747
130,559,595,759
131,524,564,724
132,484,601,718
133,435,545,738
134,415,510,751
135,426,544,683
136,400,525,672
137,376,486,618
138,345,451,579
139,329,410,586
140,305,408,571
141,277,442,576
142,291,407,585
143,306,418,617
144,257,406,569
145,290,424,654
146,309,464,606
147,279,439,610
148,325,479,615
149,330,438,603
150,355,427,584
151,342,490,627
152,368,450,628
153,385,432,588
154,354,420,580
155,383,449,600
156,377,491,562
157,405,563,572
158,393,525,585
159,418,512,567
160,475,550,585
161,430,502,504
162,439,520,559
163,445,488,574
164,453,518,555
165,451,519,577
166,499,545,606
167,481,573,673
168,560,568,684
169,502,561,692
170,550,559,628
171,519,489,694
172,509,451,762
173,489,505,782
174,576,508,881
175,596,550,781
176,543,582,757
177,619,595,735
178,628,592,758
179,655,590,759
180,679,545,726
181,653,514,817
182,716,477,807
183,714,483,852
184,651,430,901
185,665,446,978
186,538,497,955
187,546,544,968
188,515,662,941
189,476,762,938
190,508,896,1010
191,502,904,1092
192,527,964,1093
193,531,996,1163
194,501,1135,1126
195,510,1073,1005
196,533,1076,886
197,527,1117,775
198,609,1110,679
199,699,990,675
200,810,966,625
201,944,927,528
202,1241,909,483
203,1274,975,368
204,1205,930,297
205,1201,855,269
206,1173,837,226
207,1139,891,227
208,1083,865,220
209,1000,697,203
210,984,493,191
211,958,378,168
212,824,303,101
213,747,268,115
214,735,191,78
215,659,191,57
216,588,155,46
217,453,122,28
218,330,135,14
219,295,153,10
220,183,111,5
221,167,141,2
222,163,151,5
223,145,92,2
224,185,75,10
225,147,34,5
226,87,29,6
227,41,7,3
228,8,3,5
229,3,3,4
230,5,3,2
231,1,2,0
232,3,0,0
233,3,0,0
234,0,0,0
235,1,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
