bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,1
70,0,0,0
71,0,0,0
72,0,0,2
73,0,0,1
74,0,1,2
75,1,0,8
76,0,0,12
77,0,1,19
78,1,1,30
79,1,0,28
80,0,5,33
81,3,13,38
82,2,16,55
83,1,22,66
84,8,25,70
85,13,40,96
86,31,57,103
87,32,70,133
88,71,66,117
89,73,96,114
90,102,92,113
91,107,102,140
92,108,149,156
93,119,124,203
94,108,110,263
95,111,132,310
96,122,158,332
97,121,136,398
98,133,178,383
99,149,214,378
100,199,236,397
101,196,298,361
102,250,364,386
103,279,382,388
104,314,346,348
105,355,364,345
106,381,325,331
107,367,314,318
108,317,352,336
109,302,278,311
110,312,269,317
111,283,287,368
112,289,237,369
113,257,275,420
114,227,273,378
115,264,332,432
116,279,316,406
117,295,311,406
118,263,339,409
119,303,352,429
120,300,328,395
121,305,273,407
122,321,279,404
123,313,241,415
124,295,243,425
125,286,233,421
126,263,217,403
127,225,253,395
128,197,204,377
129,209,205,420
130,193,211,410
131,169,222,429
132,149,193,449
133,169,166,527
134,150,144,521
135,159,139,632
136,150,128,665
137,138,113,783
138,155,105,863
139,134,119,863
140,124,117,818
141,113,147,900
142,99,137,954
143,104,162,989
144,104,182,1078
145,102,215,1122
146,96,225,1164
147,88,239,1216
148,133,259,1303
149,115,282,1394
150,125,296,1235
151,140,268,1094
152,134,287,1034
153,120,322,1009
154,152,308,947
155,140,293,795
156,161,321,674
157,154,330,596
158,160,357,553
159,174,396,495
160,193,364,459
161,193,381,422
162,213,443,421
163,223,431,367
164,228,407,362
165,223,408,361
166,220,397,299
167,264,389,298
168,252,370,261
169,239,406,194
170,227,401,196
171,261,436,148
172,245,420,157
173,244,441,133
174,202,473,120
175,215,528,102
176,215,546,115
177,250,510,82
178,237,459,78
179,218,452,68
180,224,464,62
181,233,444,56
182,216,404,53
183,223,349,55
184,198,360,39
185,184,349,43
186,193,330,16
187,179,291,20
188,212,301,14
189,222,294,25
190,251,299,24
191,214,283,17
192,253,264,17
193,252,287,20
194,282,286,22
195,296,282,17
196,291,334,11
197,265,369,15
198,285,449,11
199,314,564,13
200,319,664,13
201,352,780,13
202,320,791,13
203,344,822,14
204,310,920,15
205,320,986,9
206,302,1016,10
207,332,956,9
208,299,794,13
209,280,806,10
210,264,700,17
211,296,667,7
212,305,729,9
213,348,647,5
214,337,575,9
215,345,501,3
216,371,341,1
217,380,147,8
218,361,46,6
219,392,24,6
220,376,19,4
221,393,13,5
222,315,17,5
223,291,18,4
224,312,19,4
225,305,19,7
226,318,22,4
227,349,21,4
228,382,12,8
229,412,13,7
230,462,13,1
231,477,8,6
232,516,11,1
233,562,11,2
234,658,7,2
235,661,6,0
236,567,11,0
237,514,13,0
238,493,11,0
239,411,7,0
240,309,4,0
241,370,6,0
242,321,4,0
243,381,1,0
244,373,0,0
245,422,0,0
246,376,0,0
247,422,0,0
248,505,0,0
249,633,0,0
250,678,0,0
251,642,0,0
252,504,0,0
253,493,0,0
254,473,0,0
255,511,0,0
