bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,1
94,0,0,0
95,0,0,1
96,0,0,2
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,1
101,0,0,0
102,0,1,0
103,0,0,1
104,0,1,2
105,0,1,1
106,0,1,1
107,0,0,0
108,0,0,1
109,0,1,2
110,0,0,2
111,2,0,1
112,0,1,1
113,0,1,2
114,1,2,4
115,1,0,1
116,0,1,4
117,1,0,4
118,0,1,2
119,0,1,3
120,2,2,8
121,1,2,10
122,1,1,12
123,2,3,16
124,1,2,11
125,3,7,17
126,1,3,22
127,3,4,21
128,0,9,28
129,2,4,29
130,0,3,40
131,7,14,52
132,11,11,35
133,6,14,49
134,4,14,62
135,3,16,58
136,14,19,86
137,16,23,94
138,18,25,119
139,13,25,123
140,26,43,120
141,32,50,124
142,31,55,141
143,44,77,154
144,51,76,171
145,60,101,155
146,83,116,160
147,86,111,165
148,86,122,194
149,92,113,167
150,109,143,145
151,112,134,142
152,110,140,148
153,111,131,129
154,93,160,131
155,107,131,128
156,111,138,112
157,99,137,100
158,117,136,97
159,115,154,82
160,103,148,82
161,101,107,72
162,102,103,86
163,96,104,69
164,86,105,54
165,101,87,66
166,75,93,70
167,96,83,61
168,73,60,65
169,75,76,64
170,70,74,63
171,56,53,64
172,72,63,53
173,57,55,65
174,49,55,79
175,49,67,73
176,65,58,91
177,64,64,110
178,52,61,98
179,63,53,116
180,70,55,119
181,55,58,151
182,65,66,129
183,62,56,155
184,62,52,156
185,64,67,182
186,62,69,165
187,53,70,207
188,74,74,245
189,67,80,218
190,56,68,289
191,79,66,301
192,74,84,298
193,78,114,303
194,101,103,325
195,93,109,326
196,101,115,346
197,104,121,346
198,96,138,300
199,96,126,317
200,106,171,259
201,121,153,239
202,120,167,227
203,115,197,216
204,134,210,166
205,142,173,146
206,156,178,131
207,130,190,84
208,140,207,101
209,158,208,85
210,138,199,71
211,110,203,59
212,137,242,43
213,133,233,35
214,143,243,36
215,118,246,30
216,142,241,30
217,153,224,29
218,142,224,25
219,122,239,20
220,157,254,18
221,179,238,11
222,174,227,7
223,169,208,12
224,179,233,11
225,188,178,8
226,205,196,7
227,208,164,8
228,220,139,5
229,212,96,6
230,229,88,5
231,199,68,7
232,230,54,6
233,240,49,6
234,222,35,6
235,242,24,1
236,245,20,5
237,208,18,2
238,193,9,2
239,167,11,0
240,159,4,1
241,142,9,0
242,128,4,0
243,89,11,1
244,70,4,0
245,51,3,0
246,23,2,0
247,11,3,0
248,9,1,0
249,6,0,0
250,8,0,0
251,5,1,0
252,7,0,0
253,0,0,0
254,1,0,0
255,0,0,0
