bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,2
62,0,0,0
63,0,0,1
64,0,0,0
65,0,2,0
66,2,1,1
67,1,0,1
68,0,1,2
69,1,0,3
70,0,2,4
71,2,1,4
72,2,4,5
73,3,4,5
74,1,2,8
75,1,3,7
76,3,9,6
77,3,6,10
78,3,9,13
79,8,5,16
80,10,14,18
81,11,20,30
82,12,19,24
83,11,25,35
84,20,34,34
85,19,31,42
86,32,35,43
87,25,45,56
88,39,55,51
89,47,43,61
90,42,82,62
91,68,60,78
92,59,69,103
93,67,79,102
94,67,93,111
95,84,94,129
96,90,113,126
97,103,116,168
98,115,122,147
99,103,129,128
100,119,130,156
101,131,130,176
102,107,139,182
103,140,153,187
104,142,172,179
105,153,178,166
106,159,176,177
107,155,167,175
108,162,152,147
109,157,143,170
110,184,145,148
111,129,140,125
112,145,127,155
113,120,125,130
114,129,139,146
115,108,140,137
116,123,126,123
117,133,135,124
118,128,107,124
119,110,106,143
120,100,124,105
121,91,113,114
122,132,135,113
123,113,125,121
124,114,98,103
125,114,121,102
126,115,96,104
127,105,118,127
128,101,84,117
129,117,90,93
130,100,102,120
131,122,126,133
132,112,107,114
133,104,107,119
134,99,100,116
135,104,90,114
136,91,95,123
137,91,102,150
138,100,101,126
139,102,90,131
140,81,101,143
141,87,79,140
142,85,88,158
143,91,100,152
144,90,89,139
145,101,96,141
146,95,123,163
147,104,119,151
148,103,114,174
149,101,110,186
150,92,134,172
151,115,117,179
152,116,122,203
153,117,116,204
154,116,138,215
155,138,136,211
156,110,162,211
157,124,141,232
158,135,166,225
159,163,172,279
160,148,161,252
161,130,172,300
162,141,215,264
163,160,208,283
164,183,231,287
165,174,223,330
166,164,226,325
167,208,229,345
168,183,238,335
169,213,239,378
170,188,264,374
171,201,293,409
172,206,282,417
173,241,303,459
174,242,287,472
175,228,305,443
176,254,315,470
177,257,368,430
178,252,327,471
179,298,341,441
180,269,310,492
181,271,355,477
182,283,400,428
183,290,368,398
184,305,386,420
185,314,432,380
186,334,401,337
187,331,389,304
188,330,397,252
189,357,362,253
190,319,425,219
191,348,376,203
192,324,351,177
193,315,396,181
194,366,384,168
195,366,342,152
196,369,344,148
197,336,306,135
198,323,345,119
199,363,322,133
200,365,288,137
201,331,298,127
202,321,292,151
203,334,297,114
204,322,274,108
205,316,271,93
206,300,279,100
207,289,238,95
208,287,225,97
209,294,192,90
210,278,190,76
211,307,155,68
212,257,140,73
213,264,126,61
214,261,125,85
215,205,96,60
216,244,93,57
217,199,123,61
218,228,86,57
219,207,81,50
220,214,83,47
221,189,55,42
222,163,64,35
223,151,65,51
224,159,60,49
225,135,53,32
226,114,55,37
227,109,60,46
228,71,43,39
229,74,43,33
230,67,37,24
231,64,35,26
232,43,38,32
233,51,22,29
234,46,32,32
235,48,28,19
236,32,26,22
237,31,14,13
238,31,23,28
239,25,21,14
240,14,27,22
241,14,24,15
242,21,9,19
243,18,15,22
244,7,19,16
245,11,11,14
246,8,11,15
247,8,12,18
248,6,8,8
249,2,4,12
250,1,4,14
251,1,4,9
252,2,3,8
253,5,3,5
254,1,6,6
255,0,0,5
