bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,1
25,0,0,0
26,0,0,0
27,0,0,1
28,0,0,1
29,0,0,0
30,0,0,0
31,0,0,1
32,0,0,2
33,0,0,5
34,0,0,5
35,0,0,5
36,0,0,10
37,0,0,12
38,0,0,8
39,0,1,6
40,0,0,10
41,0,1,11
42,0,0,13
43,0,0,15
44,0,0,16
45,0,0,11
46,0,1,14
47,0,4,13
48,0,4,14
49,0,3,19
50,0,4,30
51,0,3,32
52,0,7,26
53,0,6,33
54,0,11,28
55,0,11,36
56,0,7,40
57,1,9,45
58,1,13,53
59,1,17,65
60,3,25,67
61,2,20,54
62,2,29,81
63,6,21,91
64,10,36,63
65,7,40,99
66,7,39,92
67,12,37,107
68,9,49,114
69,15,50,118
70,15,52,160
71,13,60,128
72,17,71,147
73,25,85,194
74,37,89,189
75,34,94,202
76,44,103,197
77,40,88,189
78,55,123,197
79,51,126,194
80,65,143,227
81,64,141,255
82,69,164,215
83,93,176,239
84,92,208,217
85,79,198,270
86,106,199,226
87,117,182,243
88,109,219,235
89,133,218,229
90,126,244,273
91,143,218,219
92,147,235,253
93,157,247,257
94,140,223,224
95,167,253,224
96,183,233,252
97,174,215,250
98,178,225,258
99,174,288,282
100,177,244,258
101,188,225,262
102,182,232,264
103,200,211,258
104,196,209,243
105,208,235,254
106,217,201,283
107,209,174,262
108,238,195,281
109,227,209,269
110,225,198,300
111,197,211,298
112,244,206,322
113,223,215,322
114,197,190,329
115,219,204,298
116,198,193,341
117,199,195,358
118,198,194,369
119,169,209,380
120,173,211,348
121,178,206,401
122,191,209,407
123,156,204,442
124,187,211,480
125,224,218,528
126,150,229,549
127,149,236,577
128,161,235,599
129,175,227,594
130,178,248,591
131,158,218,604
132,186,240,627
133,161,273,594
134,161,277,648
135,168,275,612
136,172,272,646
137,171,332,593
138,184,324,634
139,185,322,622
140,193,319,650
141,202,349,626
142,174,353,635
143,206,394,631
144,197,378,671
145,197,384,625
146,230,456,596
147,205,427,576
148,208,455,556
149,231,488,547
150,231,496,500
151,241,484,505
152,267,509,430
153,261,490,462
154,261,530,419
155,270,454,395
156,255,499,324
157,276,534,364
158,250,484,316
159,301,511,297
160,249,484,284
161,275,441,236
162,298,456,275
163,276,467,250
164,296,435,252
165,312,461,242
166,290,449,232
167,320,450,216
168,348,453,191
169,338,449,192
170,329,466,179
171,343,442,180
172,337,400,180
173,372,450,175
174,391,409,130
175,391,418,135
176,425,355,128
177,413,361,90
178,420,368,108
179,416,388,89
180,457,327,72
181,424,306,80
182,462,351,82
183,433,296,78
184,426,298,63
185,415,297,67
186,428,288,60
187,441,295,63
188,436,264,65
189,380,240,51
190,436,262,50
191,429,288,51
192,434,251,48
193,372,234,39
194,375,260,53
195,343,210,55
196,403,234,48
197,395,205,52
198,355,185,39
199,392,178,42
200,384,210,41
201,313,193,36
202,297,214,41
203,328,191,35
204,302,201,38
205,326,166,20
206,293,146,17
207,300,132,18
208,303,90,18
209,247,120,20
210,260,119,17
211,238,90,26
212,253,86,20
213,230,94,14
214,219,97,26
215,233,70,29
216,202,37,23
217,203,53,11
218,196,51,22
219,222,47,18
220,200,45,8
221,207,44,19
222,184,64,12
223,215,44,15
224,222,63,6
225,193,61,5
226,206,82,11
227,208,72,5
228,237,52,12
229,243,45,6
230,241,42,1
231,253,35,0
232,227,29,1
233,244,40,0
234,249,30,0
235,236,23,0
236,234,19,0
237,223,16,1
238,183,17,0
239,176,8,1
240,150,5,0
241,153,2,0
242,151,1,0
243,129,2,0
244,104,0,0
245,53,0,1
246,42,1,0
247,21,1,0
248,16,0,0
249,11,0,0
250,4,0,0
251,1,0,0
252,0,0,0
253,1,0,0
254,0,0,0
255,1,0,0
