bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,1
52,0,0,0
53,0,0,1
54,0,0,2
55,0,0,1
56,0,1,3
57,0,1,5
58,0,1,1
59,0,1,5
60,0,5,7
61,2,5,9
62,2,6,7
63,2,3,7
64,1,7,6
65,0,8,10
66,4,9,16
67,5,8,16
68,10,8,15
69,7,15,18
70,10,10,18
71,11,24,21
72,13,22,20
73,20,27,31
74,25,33,29
75,22,28,33
76,24,29,31
77,36,36,39
78,38,38,36
79,29,37,45
80,48,45,55
81,44,51,42
82,30,40,67
83,58,68,48
84,61,64,59
85,69,74,67
86,70,78,73
87,68,74,65
88,62,70,81
89,79,88,80
90,73,85,82
91,81,96,83
92,84,80,72
93,85,89,88
94,91,91,77
95,74,90,87
96,88,86,66
97,91,80,72
98,84,82,85
99,86,74,82
100,77,85,72
101,87,80,65
102,72,67,83
103,64,66,92
104,59,75,60
105,67,60,64
106,58,61,67
107,60,52,54
108,48,43,54
109,62,46,44
110,54,54,55
111,48,40,61
112,42,51,43
113,30,32,53
114,39,38,29
115,45,40,48
116,44,30,31
117,30,39,26
118,28,37,32
119,37,20,32
120,35,34,40
121,32,24,31
122,33,34,28
123,35,31,32
124,37,35,28
125,29,25,23
126,39,32,22
127,26,25,19
128,29,36,25
129,28,19,30
130,40,23,30
131,27,30,18
132,27,25,22
133,29,18,19
134,23,22,16
135,26,34,25
136,25,23,29
137,23,24,14
138,22,18,29
139,29,21,30
140,30,28,22
141,28,28,36
142,31,28,32
143,40,45,28
144,34,29,41
145,36,37,32
146,29,34,26
147,28,50,38
148,33,38,50
149,45,32,50
150,35,42,47
151,42,50,52
152,43,40,53
153,52,42,51
154,35,53,60
155,53,59,59
156,47,50,60
157,49,53,41
158,52,56,42
159,51,48,43
160,52,42,45
161,50,49,55
162,48,51,58
163,51,72,50
164,47,53,52
165,52,51,59
166,60,53,61
167,52,42,42
168,47,64,52
169,57,61,54
170,43,54,60
171,47,54,54
172,58,52,52
173,65,56,60
174,58,57,46
175,49,53,49
176,53,50,51
177,45,50,41
178,52,39,41
179,44,47,41
180,64,52,52
181,57,55,47
182,60,62,56
183,70,60,45
184,54,71,61
185,71,65,65
186,80,71,57
187,76,78,80
188,93,94,74
189,93,81,80
190,88,80,65
191,80,73,77
192,90,88,58
193,94,87,96
194,110,95,90
195,87,105,98
196,104,99,71
197,94,88,73
198,100,83,78
199,106,83,83
200,102,104,74
201,105,77,85
202,100,103,75
203,109,111,85
204,115,108,88
205,101,105,101
206,114,117,106
207,128,141,109
208,134,114,100
209,128,128,107
210,124,137,125
211,126,121,128
212,131,132,115
213,152,143,116
214,137,188,121
215,141,154,133
216,157,143,152
217,157,141,149
218,167,157,137
219,139,161,167
220,163,166,165
221,178,150,189
222,170,173,172
223,156,183,169
224,208,194,207
225,215,205,209
226,217,233,240
227,253,237,259
228,255,267,303
229,258,275,310
230,272,260,312
231,227,216,244
232,222,223,248
233,187,176,216
234,136,107,154
235,83,105,127
236,95,80,76
237,71,59,83
238,63,54,81
239,49,46,63
240,32,30,44
241,24,23,33
242,21,21,21
243,7,10,15
244,4,4,7
245,1,0,3
246,0,0,1
247,0,0,1
248,0,0,1
249,0,0,3
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
