bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,3,0,0
46,3,0,0
47,9,0,0
48,7,2,0
49,9,2,0
50,10,7,0
51,10,8,0
52,18,3,0
53,15,5,1
54,21,5,1
55,31,8,6
56,36,13,1
57,36,13,6
58,44,14,3
59,51,22,2
60,58,24,4
61,49,22,8
62,59,32,6
63,68,59,13
64,79,64,13
65,83,53,15
66,72,53,17
67,57,61,23
68,76,82,21
69,70,77,30
70,65,83,33
71,67,95,40
72,85,86,42
73,86,95,58
74,93,94,58
75,106,95,51
76,100,101,71
77,106,94,88
78,101,124,109
79,121,106,87
80,132,130,108
81,126,129,96
82,131,140,119
83,127,143,116
84,140,149,105
85,120,159,106
86,134,149,146
87,113,130,142
88,91,135,128
89,128,136,131
90,121,130,174
91,113,129,165
92,108,140,142
93,110,121,149
94,99,102,144
95,104,123,146
96,90,119,141
97,98,115,146
98,85,104,148
99,82,107,158
100,75,109,130
101,99,87,140
102,86,86,124
103,77,90,139
104,79,83,130
105,88,76,133
106,72,78,108
107,78,92,97
108,77,78,86
109,67,59,97
110,72,76,103
111,61,84,112
112,81,69,92
113,61,73,82
114,47,78,106
115,50,61,84
116,54,82,111
117,66,105,111
118,69,91,117
119,69,88,129
120,69,99,129
121,98,98,134
122,72,92,104
123,85,98,137
124,89,88,119
125,91,113,134
126,80,96,135
127,90,101,152
128,92,104,141
129,103,114,148
130,81,113,155
131,98,115,160
132,111,124,158
133,107,118,167
134,108,151,183
135,129,118,201
136,122,121,180
137,111,108,188
138,129,149,197
139,144,160,210
140,112,119,188
141,139,154,223
142,132,149,217
143,158,193,233
144,161,190,223
145,166,171,241
146,160,200,248
147,161,204,250
148,180,213,236
149,155,203,279
150,177,216,284
151,181,206,278
152,195,240,285
153,183,272,285
154,161,258,286
155,175,256,291
156,195,295,290
157,194,290,279
158,228,288,260
159,207,264,274
160,203,311,283
161,193,278,275
162,242,295,264
163,238,274,270
164,215,301,253
165,233,273,219
166,245,239,254
167,238,260,244
168,304,283,216
169,292,288,247
170,305,281,259
171,322,274,273
172,354,303,277
173,362,291,282
174,394,307,271
175,357,287,308
176,356,254,246
177,358,216,226
178,324,254,220
179,363,213,210
180,309,240,154
181,317,237,171
182,320,256,126
183,292,232,117
184,247,198,101
185,229,203,102
186,246,164,97
187,204,146,69
188,208,105,77
189,181,106,74
190,183,93,71
191,152,73,44
192,111,66,24
193,116,56,15
194,90,55,8
195,60,50,2
196,60,34,4
197,44,44,1
198,29,21,1
199,24,12,0
200,19,7,0
201,13,2,0
202,11,2,1
203,5,1,1
204,3,3,1
205,3,1,0
206,0,1,1
207,1,0,0
208,4,0,2
209,1,2,2
210,1,1,2
211,3,3,2
212,1,0,0
213,2,1,0
214,0,2,1
215,1,3,3
216,1,0,0
217,0,1,0
218,0,0,1
219,1,1,0
220,1,0,0
221,0,0,0
222,0,0,1
223,0,1,0
224,1,1,1
225,0,0,1
226,2,0,1
227,1,0,1
228,0,2,0
229,0,1,1
230,1,1,0
231,0,0,0
232,0,0,0
233,0,0,1
234,0,1,0
235,0,0,0
236,1,0,0
237,2,0,0
238,0,0,0
239,0,1,1
240,1,0,2
241,1,2,1
242,0,0,1
243,1,2,0
244,1,0,0
245,0,0,0
246,0,0,0
247,0,1,2
248,0,1,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
