bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,1,0,0
40,1,0,0
41,0,1,0
42,0,1,0
43,0,0,0
44,1,0,0
45,0,0,1
46,0,1,0
47,1,0,1
48,1,0,0
49,0,1,0
50,0,1,0
51,0,0,1
52,1,0,1
53,0,0,3
54,0,0,2
55,1,1,1
56,2,2,2
57,2,1,3
58,4,2,3
59,1,4,6
60,2,3,11
61,3,8,7
62,1,3,16
63,6,10,16
64,8,12,14
65,8,10,15
66,8,10,11
67,19,18,18
68,16,12,12
69,18,21,13
70,30,14,9
71,37,18,15
72,37,14,13
73,61,23,14
74,72,29,17
75,82,23,14
76,98,28,20
77,112,40,16
78,102,41,21
79,97,44,20
80,124,69,21
81,152,87,26
82,173,72,42
83,182,113,43
84,221,122,46
85,207,125,79
86,282,167,54
87,276,190,62
88,243,155,82
89,275,198,97
90,262,218,106
91,291,222,138
92,299,242,173
93,290,259,157
94,318,244,180
95,346,300,198
96,383,278,233
97,379,261,203
98,368,301,241
99,353,297,286
100,347,301,245
101,349,323,275
102,315,335,271
103,307,341,282
104,294,324,262
105,238,336,285
106,256,329,291
107,237,330,318
108,226,301,327
109,184,322,333
110,186,301,303
111,190,308,323
112,220,290,291
113,164,304,347
114,229,271,358
115,216,243,313
116,190,232,336
117,189,202,308
118,183,220,316
119,178,197,316
120,189,181,300
121,145,182,287
122,159,207,268
123,150,193,257
124,136,203,230
125,124,194,177
126,122,188,209
127,120,173,194
128,93,168,204
129,112,165,192
130,107,148,205
131,80,111,190
132,99,102,190
133,93,110,179
134,75,94,145
135,70,91,155
136,77,77,162
137,74,100,134
138,76,101,129
139,104,92,127
140,87,117,121
141,73,114,95
142,77,103,122
143,103,125,132
144,87,123,149
145,92,92,147
146,106,120,143
147,106,107,154
148,109,128,141
149,145,155,150
150,169,190,211
151,149,175,212
152,197,197,226
153,228,235,208
154,196,210,218
155,263,271,243
156,275,274,286
157,290,277,318
158,318,332,283
159,348,362,323
160,377,374,345
161,402,402,343
162,454,410,398
163,420,372,425
164,434,445,411
165,492,447,397
166,485,450,414
167,537,447,380
168,533,467,408
169,536,477,406
170,493,489,447
171,446,486,466
172,455,461,434
173,444,444,463
174,476,486,500
175,485,464,492
176,468,505,508
177,433,489,560
178,449,504,524
179,505,548,563
180,516,431,523
181,537,505,574
182,600,509,507
183,578,571,476
184,621,573,466
185,648,548,536
186,631,556,516
187,531,535,553
188,445,552,522
189,453,473,552
190,402,427,442
191,343,388,466
192,319,331,405
193,274,286,421
194,264,291,361
195,258,265,356
196,243,272,392
197,235,252,356
198,273,284,322
199,231,286,316
200,237,248,286
201,195,240,320
202,209,225,354
203,203,193,323
204,199,180,354
205,173,179,433
206,206,214,521
207,167,235,558
208,158,200,620
209,137,189,646
210,162,205,722
211,195,257,763
212,264,295,778
213,319,373,830
214,376,434,896
215,414,525,906
216,516,654,787
217,599,804,616
218,761,885,524
219,798,976,359
220,905,996,199
221,897,988,97
222,825,941,40
223,843,820,15
224,911,636,0
225,782,314,0
226,430,123,0
227,262,39,0
228,117,9,0
229,26,0,0
230,2,0,0
231,0,0,0
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
