bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,1
33,0,0,0
34,0,0,0
35,0,1,0
36,0,1,0
37,0,1,1
38,2,1,1
39,1,1,0
40,1,4,0
41,0,2,0
42,4,1,3
43,4,4,2
44,4,2,2
45,6,4,5
46,10,9,2
47,3,9,9
48,10,6,4
49,7,11,7
50,9,11,8
51,14,16,7
52,15,18,8
53,16,17,19
54,13,13,14
55,17,19,15
56,17,20,18
57,15,16,15
58,23,19,12
59,22,16,17
60,21,17,18
61,23,25,24
62,24,29,22
63,26,32,19
64,32,31,23
65,36,30,30
66,46,41,22
67,39,38,36
68,45,42,36
69,38,42,38
70,58,39,34
71,48,42,45
72,54,53,34
73,65,52,34
74,76,66,40
75,66,52,36
76,90,67,48
77,90,72,56
78,94,70,56
79,89,65,68
80,113,77,74
81,115,74,58
82,120,89,67
83,99,87,60
84,131,78,50
85,135,106,58
86,113,95,54
87,136,102,65
88,132,112,72
89,155,111,83
90,163,114,74
91,121,118,87
92,150,118,77
93,151,110,79
94,154,105,82
95,154,96,77
96,137,116,96
97,175,121,84
98,137,125,98
99,143,126,109
100,140,118,96
101,137,121,104
102,125,136,100
103,123,123,101
104,121,118,96
105,131,123,115
106,123,128,112
107,111,132,119
108,115,131,128
109,119,113,115
110,117,125,105
111,125,125,122
112,115,133,113
113,102,103,125
114,89,114,107
115,101,100,126
116,85,112,135
117,87,119,121
118,97,128,120
119,69,109,117
120,78,123,129
121,65,105,122
122,82,99,124
123,64,108,132
124,50,114,92
125,62,128,118
126,71,93,98
127,57,113,105
128,67,94,98
129,67,99,105
130,70,102,104
131,71,65,125
132,47,64,126
133,60,84,122
134,46,87,121
135,53,56,107
136,47,80,116
137,58,67,119
138,46,73,118
139,58,64,133
140,52,96,130
141,55,66,138
142,64,68,139
143,54,69,136
144,59,83,131
145,57,75,129
146,79,98,137
147,56,102,158
148,67,100,172
149,85,107,148
150,85,125,172
151,77,111,168
152,81,121,146
153,84,135,146
154,95,134,179
155,86,146,189
156,108,155,176
157,110,142,174
158,108,144,159
159,119,152,174
160,123,127,192
161,118,131,184
162,112,152,213
163,114,169,194
164,121,143,202
165,121,170,221
166,107,150,216
167,127,130,212
168,155,160,231
169,145,178,201
170,139,152,198
171,155,185,229
172,162,185,226
173,165,179,268
174,206,213,247
175,205,233,260
176,208,247,307
177,233,251,329
178,237,290,315
179,236,334,349
180,266,336,348
181,291,372,384
182,284,398,417
183,303,418,398
184,332,471,438
185,326,432,408
186,344,433,396
187,317,489,430
188,343,487,403
189,444,476,416
190,412,464,420
191,465,499,379
192,473,461,403
193,503,454,388
194,520,460,393
195,520,429,369
196,493,376,380
197,512,369,364
198,524,381,324
199,510,404,372
200,492,358,325
201,528,383,323
202,482,388,331
203,470,345,319
204,439,338,311
205,418,300,274
206,388,328,284
207,343,282,292
208,319,252,285
209,268,231,268
210,242,172,214
211,201,186,202
212,207,158,183
213,180,145,167
214,173,142,148
215,168,140,116
216,142,135,135
217,168,130,117
218,129,105,131
219,120,99,148
220,136,105,134
221,140,125,135
222,127,101,123
223,133,115,79
224,134,112,66
225,152,151,67
226,187,183,42
227,194,156,30
228,161,105,21
229,128,94,18
230,113,45,2
231,65,27,1
232,26,7,0
233,14,3,0
234,3,1,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
