bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,1
22,0,0,1
23,0,0,1
24,0,0,6
25,0,0,3
26,0,1,2
27,0,0,7
28,0,4,5
29,0,1,7
30,1,2,9
31,0,2,10
32,5,2,14
33,2,1,16
34,1,4,19
35,4,7,26
36,2,9,31
37,5,12,30
38,4,12,35
39,11,19,45
40,12,25,49
41,13,32,69
42,24,34,64
43,26,41,69
44,31,49,83
45,41,58,96
46,47,69,124
47,57,67,119
48,70,81,137
49,82,108,149
50,94,123,168
51,97,130,177
52,110,139,169
53,141,180,186
54,161,172,190
55,164,179,225
56,162,178,221
57,154,199,203
58,182,189,235
59,175,197,234
60,205,233,261
61,206,209,239
62,204,228,227
63,227,242,236
64,215,228,250
65,216,241,229
66,234,253,234
67,207,205,246
68,221,225,238
69,233,243,248
70,219,207,237
71,205,220,242
72,211,240,223
73,209,210,232
74,179,200,220
75,188,197,196
76,205,218,218
77,180,190,195
78,196,194,202
79,187,188,190
80,214,198,199
81,169,190,219
82,163,156,210
83,164,179,182
84,170,178,205
85,162,184,193
86,167,167,175
87,171,166,215
88,153,147,195
89,159,145,192
90,145,150,167
91,143,136,164
92,158,159,165
93,151,137,169
94,143,156,178
95,128,135,158
96,115,135,161
97,115,124,161
98,128,106,174
99,111,110,161
100,110,131,206
101,118,116,186
102,103,97,179
103,115,132,187
104,95,142,175
105,112,138,189
106,103,117,188
107,87,128,176
108,106,126,178
109,80,115,216
110,86,122,199
111,95,107,221
112,99,132,192
113,99,132,208
114,92,133,240
115,93,136,219
116,97,131,195
117,99,131,248
118,87,137,210
119,96,136,237
120,102,137,268
121,105,132,253
122,96,126,266
123,115,155,263
124,99,162,275
125,121,154,306
126,128,169,305
127,96,157,298
128,94,154,342
129,106,142,318
130,109,174,349
131,136,167,332
132,123,174,371
133,116,168,393
134,133,157,433
135,142,178,402
136,142,191,391
137,124,203,403
138,112,189,431
139,121,225,415
140,115,201,434
141,123,194,435
142,140,215,423
143,142,231,464
144,156,230,426
145,158,253,435
146,192,254,425
147,175,286,471
148,170,254,407
149,198,333,445
150,190,335,455
151,201,294,420
152,202,293,427
153,222,295,425
154,220,320,452
155,192,320,449
156,237,323,453
157,265,338,416
158,233,360,418
159,250,366,404
160,260,361,416
161,266,388,417
162,287,382,429
163,296,403,409
164,299,400,442
165,339,427,472
166,288,440,436
167,321,470,497
168,357,480,477
169,353,463,526
170,390,512,445
171,367,499,485
172,361,557,432
173,377,579,489
174,389,578,439
175,419,614,379
176,486,583,390
177,437,612,355
178,418,625,319
179,467,584,324
180,450,604,295
181,444,641,286
182,433,597,273
183,476,553,228
184,406,570,179
185,441,507,188
186,438,522,170
187,459,526,170
188,449,470,125
189,478,498,113
190,469,472,100
191,458,429,78
192,456,414,73
193,463,405,69
194,476,336,68
195,494,339,57
196,519,337,54
197,507,307,40
198,501,273,41
199,467,249,37
200,475,223,25
201,484,214,27
202,455,186,23
203,472,170,17
204,468,185,30
205,452,164,24
206,419,139,16
207,464,137,20
208,419,112,8
209,400,126,13
210,338,79,7
211,336,83,7
212,376,52,7
213,321,41,3
214,328,41,9
215,293,39,3
216,298,38,5
217,263,19,6
218,273,15,4
219,245,15,1
220,207,16,3
221,175,14,1
222,174,9,3
223,146,5,0
224,91,10,2
225,92,9,0
226,70,2,1
227,63,3,2
228,51,7,0
229,49,1,0
230,39,5,1
231,26,2,0
232,17,2,2
233,27,1,0
234,19,0,0
235,7,2,0
236,10,1,0
237,9,1,0
238,5,3,0
239,6,0,0
240,7,0,0
241,5,0,0
242,4,0,0
243,6,0,0
244,1,0,0
245,3,0,0
246,1,0,0
247,1,0,0
248,1,0,0
249,0,0,0
250,0,0,0
251,1,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
