bin,red,green,blue
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,2
59,0,0,2
60,0,0,3
61,0,0,7
62,0,0,5
63,0,0,5
64,0,0,9
65,0,0,11
66,0,0,9
67,0,0,14
68,0,0,27
69,0,0,18
70,0,0,20
71,0,0,30
72,0,1,26
73,0,2,32
74,0,5,34
75,0,6,56
76,0,4,58
77,0,6,63
78,0,4,75
79,0,12,70
80,0,20,87
81,1,14,86
82,2,19,105
83,4,21,101
84,6,23,95
85,8,27,117
86,10,36,138
87,11,38,133
88,10,51,140
89,15,57,157
90,26,50,162
91,17,63,193
92,34,76,238
93,30,87,246
94,31,94,298
95,43,89,315
96,47,96,321
97,67,102,346
98,85,112,376
99,64,155,382
100,81,153,362
101,95,155,370
102,116,199,321
103,114,196,312
104,126,221,289
105,129,225,296
106,153,245,268
107,132,270,261
108,114,301,281
109,119,304,262
110,141,302,257
111,108,325,240
112,154,279,278
113,147,273,246
114,167,285,278
115,155,263,272
116,151,239,304
117,179,251,293
118,175,223,303
119,204,200,308
120,201,228,335
121,239,193,343
122,202,188,376
123,225,147,392
124,241,161,422
125,240,166,448
126,234,154,492
127,240,145,544
128,220,151,593
129,209,157,631
130,215,144,623
131,198,146,709
132,183,114,710
133,181,111,714
134,178,121,760
135,146,127,784
136,143,145,753
137,168,135,722
138,142,101,703
139,126,118,696
140,126,113,650
141,110,132,622
142,108,131,576
143,107,141,617
144,107,138,513
145,103,157,524
146,105,171,485
147,103,158,480
148,106,173,450
149,108,189,421
150,91,202,374
151,97,214,361
152,109,229,328
153,117,228,332
154,110,252,298
155,97,298,265
156,97,263,252
157,109,282,235
158,95,268,228
159,113,265,186
160,103,260,199
161,104,315,147
162,104,286,157
163,86,294,172
164,103,265,148
165,95,338,159
166,80,344,165
167,95,350,156
168,94,364,140
169,94,399,105
170,105,475,114
171,125,483,111
172,118,563,92
173,116,584,91
174,145,547,88
175,133,603,80
176,154,598,91
177,155,610,80
178,195,623,68
179,190,557,59
180,196,577,65
181,187,549,48
182,217,541,55
183,210,501,40
184,183,600,43
185,175,520,30
186,141,533,34
187,164,486,29
188,145,493,36
189,140,502,33
190,139,437,29
191,150,482,27
192,158,485,23
193,174,437,17
194,146,420,22
195,191,362,16
196,151,349,24
197,197,321,17
198,179,353,13
199,209,275,18
200,195,250,11
201,197,224,12
202,244,232,17
203,266,200,19
204,281,171,16
205,292,161,14
206,322,136,16
207,328,134,10
208,322,107,12
209,362,99,9
210,382,71,4
211,420,65,5
212,426,67,6
213,412,55,9
214,409,49,7
215,418,50,4
216,479,51,5
217,489,39,5
218,520,20,1
219,547,29,4
220,540,23,0
221,571,20,1
222,555,20,3
223,548,21,0
224,588,15,1
225,580,13,0
226,503,11,0
227,513,6,1
228,551,5,0
229,504,9,0
230,460,7,0
231,438,3,2
232,415,5,0
233,386,3,1
234,389,1,1
235,340,1,0
236,332,2,2
237,263,1,0
238,294,2,0
239,271,0,0
240,281,1,0
241,273,2,0
242,250,2,0
243,226,0,0
244,203,0,1
245,178,0,0
246,153,0,0
247,136,0,0
248,103,1,0
249,82,0,0
250,64,0,0
251,39,0,0
252,40,0,0
253,26,0,0
254,19,0,0
255,9,0,0
